"starts with a full toss! It's straight, pushed to the on side"
"back of a length, straight, played to the on side"
"touch fuller, 141kph, hits the splice hard as Rizwan pushes to the on side"
"short of a length, takes an inside edge into his boot and trickles to the off side"
"fuller, at the stumps, worked towards mid-on and he scampers the single...Warner didn't collect cleanly anyway"
"full and straight, pushed into the covers"
"starts with a reasonably flat delivery, driven to deep cover"
"dragged down short, angled into leg stump, pulled to deep midwicket"
"uses his feet, think Zampa saw him coming and dragged the length shorter, pushed to the off side"
"a googly, driven to long-off"
"full and straight, a wristy flick to deep midwicket"
"nearly through him! Plays back to a skidding googly, manages to get the bat down in time and finds point...that was heading for middle stump"
"<b>fantastic work</b> from Agar off his own bowling! Rizwan drives to his right, Agar flings himself and pulls off a one-handed save then flicks the ball back to Carey. Rizwan has to dive."
"full at leg stump, flicked off the toes to deep square"
tucked round the corner to short fine leg
"there he goes! Skips down the pitch and drives inside out over cover, but long-off keeps it to a single"
"touch shorter outside off, pushed to deep cover"
"nicely bowled, does Rizwan in the flight as he comes down the pitch. Deflects off the pads to the off side"
moves outside leg stump then brings out a strong slog-sweep that goes wide of long-on
"wider outside off, think that was the googly, dabbed to short third man"
"<B>some power in that!</b> Swift footwork, skips down the pitch, and plays a stinging straight drive that almost takes Zampa's foot with it"
"taken from outside off through mid-on, Zampa chases himself and that's a well-worked two"
"a googly, he comes forward and it takes a thick inside edge to the leg side"
down the pitch and drives off the cue end to long-off
"moves away outside leg, drives to cover and runs...<b>has to bring out the dive</b>"
"short on the pads, paddles this wide of short fine leg...doesn't quite get hauled back in by McDermott running from deep square. He actually got there, but flicked it into himself"
inside edge into the pads as he aims to leg
"short of a length, worked to long-on"
"<b>done all ends up!</b> He started to move outside leg very early, Agar fired it in towards leg stump, it spears between bat and pad. Simple stumping for Carey"
"102kph, fired in at off, he defends on the front foot"
"96kph, slid into leg, he glances it wide of short fine"
"drifting into leg, he whips through square leg to the sweeper"
"93kph, looped full, he skips out and drives to long on, he pushes for two but hit it too well"
"flatter drifting into leg, he glances this to short fine leg"
"drifting into middle, 93kph, he skips down and clips it to long on"
"96kph, very full he dances down and drives very firmly straight of long, Warner is stretched on the rope, easy two"
"skips down and drives straight of long, Babar wants two but Asif sends him back. Babar yells at him. Easy two there"
"<strong>slog sweep straight down long on's throat!</strong> Easy catch for Cummins. Babar will be furious. He should have been on strike. It was darted in outside off, he was down on one knee and slog sweeps trying to find the rope, he miscued hitting it straight to long on."
"flatter on leg, he's back and whipping to deep midwicket"
"shorter, he's back and working this to deep midwicket"
"fuller on off, 90kph, he drives but Agar dives to make the save and force a dot"
"fired full into leg stump, he clips this to deep midwicket for one"
"137kph, angled into leg, he glances in the air towards fine leg but it's short of the man"
"137kph, shorter length, he's back and pulling with a short arm jab to deep midwicket"
"136kph, back of a length, top of off, he's pushes a defensive prod to cover but there's no run"
"137kph, short into the ribs. he's inside the line and pulling powerfully between fine leg and deep square, Starc has to slide on the rope to prevent four"
"back of a length, of off, it climbs and hits the sticker of the bat, and drops down"
"138kph, short ball, at the chest, he swivels and pulls from low to high but miscues towards fine leg"
"95kph, slid through, he's back trying to pull but it hurried him, he chops a bottom edge behind the keeper"
"shorter length, he's back and pulling to deep midwicket"
"95kph, shorter length, wide of off, he late cuts to short third man"
"flatter ball, skidding through, he's back and cutting to cover"
"95kph, flighted higher outside off, he square drives to deep point"
"97kph, shorter length, he's back and punching to deep midwicket"
"135kph, <strong>beaten</strong> flashing and missing trying to cut one. Beaten by some extra bounce"
"135kph, back of a length, top of off, he stays leg side and punched to backward point"
"<strong>over wide mid off!</strong> There we go. Some intent. This was a good length outside off, he opened the chest and sliced it on the up high over mid off who is up"
"<strong>thumped over square leg into the crowd!</strong> Bang! Short slower ball and he picked it, it was in the hitting zone and he smoked it over deep square"
"136kph, full outside off, this is hammered through cover-point, Warner has to sprint a long way from deep point to dive full length to save two runs"
"139kph, low full toss, attempted yorker, crunched hard straight of long on, McDermott has to work very hard to slide and save this"
"he skips out early, Agar goes round arm, 93kph, sliding it into the pads, it bounces away for a leg bye"
"104kph, arm ball darted into leg, but heave from Iftikhar but he mistimes it to deep midwicket"
"charges early again, dropped in shorter, he stands up and drives to long on"
"<strong>lofted over cover!</strong> Powerful strike. Tossed up outside off, he clears the front leg and lifts it flat over cover to find the rope"
"106kph, wide half volley, he square drives firmly to deep point"
"<strong>run out by a direct hit going for two! Warner unbelievable from deep midwicket!</strong> Babar just knocked this outside the circle at midwicket, he ran one to reach his 12th T20I fifty, he called for two, Warner raced in off the rope, picked up one hand and whipped the throw in off balance, and hit the base of the striker's stumps! Babar dived but was inches short. Unreal from Warner"
"short on the hip, he clips this uppishly to fine leg but short of the man"
"142kph, back of a length, off stump, he stays leg side and punches off the back foot to deep point"
"<strong>back foot square drive!</strong> Elegant. Babar like. 137kph, back of a length, he opened the face and timed it beautifully backward of point!"
"142kph, length ball, top of middle, he's jammed up, defending back to the bowler"
"<strong>dropped by Smith at deep backward square!</strong> Full into leg stump, he clips it with the angle to deep backward square, Smith ran in and got both hands to it and spilt it! He would normally swallow those"
"137kph, short ball, he backs away and slaps it in the air to deep point but it bounces short of Agar"
"146kph, wide yorker, well bowled, he backed away too far outside leg and missed it"
"141kph, low full toss on leg, he miscues a drive to long on but it's straight of him and they get an easy two"
"144kph, very low full toss, tailing in, he clears the front leg and gets it off the toe back to the bowler"
"128kph, length slower ball, again he backs away too far and miscues off the toe"
"<strong>crunched wide of mid off!</strong> 142kph half volley and he held his position better, didn't back away too far, got a full swing of the bat through the line and picked the gap"
"141kph, length ball, he shapes early to reverse lap! He was beaten for pace"
"<strong>smacked over long off!</strong> What a shot! Full outside off, he's hanging back and hammering it through the line, clearing the man on the rope!"
"full and wide, he backs away too far, slices this high off the toe towards deep point but short of the man"
"137kph, low full toss, he swings hard but miscues to long off"
"<strong>top edge over Carey!</strong> 135kph, bouncer, well bowled, hurried him on the pull, gets a thick edge and it just clears Carey's outstretched glove"
"<strong>misfield at deep point! 50 for Iftikhar from 29 balls</strong>. He sliced this in the air to deep point, Warner ran in but it was just short of him diving forward and the bounce went over his hands"
"<strong>crunch over wide long on! McDermott on the rope parries it over!</strong> Length ball in the slot, he clears the front leg and smears it high over long on to the long boundary, McDermott jumps up but can't reel it in"
"full on middle, he hammers a straight drive and it hits the stumps at the non-striker's! Cost him four. That was hit beautifully but straight into middle stump at the other end. They pinch one"
"145kph, angled into leg, he clips this firmly straight to deep midwicket"
"142kph, back of a length, on off, he's giving room to bunt this to cover and get Iftikhar back on strike"
"<strong>Imad run out trying for two!</strong> Iftikhar hits a low full toss to Smith on the rope and Imad does the right thing, sprints back for two to keep Iftikhar on strike, but he couldn't beat Smith's throw. It was right on the money. So they don't lose much. Just miss out on one run."
"half volley, hammered back to Starc, he sticks a hand out and it bounces away towards long on, easy two this time, Wahab is sprinting like Usain Bolt"
"145kph, angled into leg, he flicks this without timing behind square, they get two to finish the innings"
"back of a length at off stump, takes an inside edge to the leg side"
"nicely off the mark, short of a length outside off, Finch gets on his toes and drives backward of square to third man"
"135kph, short at Warner's body, it loops behind him towards keeper and slip...there's some excitement for the catch but it only came off the arm."
"back of a length outside off, a strong square drive but it can't get it through the point region...however, a fumble allows them the second"
"hops back in the crease, 135kph, and works to the leg side"
"short outside off, sits up nicely and it's square driven through the covers"
"round the wicket, clipped off the pads to midwicket"
"gets this one away, pushed across outside off and he drives it over the ring"
"moves outside leg this time, opens up the off side and then places this through the covers. Taken right off the stumps"
"fired in at leg stump, a very slingy delivery, takes the pads"
"touch more air and it's dispatched! Full at the stumps, Warner clubs it over wide mid-on"
ooh! <b>Extra bounce</b> on this one and it takes the shoulder of the bat through slip...but still runs away to third man for four
"full and straight, hint of inswing, driven to cover"
"a yorker outside off, Finch plays over the top of it"
"poor delivery, short outside off, a beautifully timed square drive through point"
"tightens the line to off stump, pushed to the covers"
"a touch of shape on this one, Finch stays on leg stump and pushes a good-length delivery into the covers"
"<b>WARNER IS OUT!</b> Amir has cleaned him up...it's a length ball, Warner giving himself room for the drive and misses. The unbeaten run is over"
"round the wicket, full and straight, driven to mid-off"
"full at middle, pushed to long-on with a straight bat"
mistimes a drive into the off side
"full and straight, pushed carefully to the on side straight of midwicket"
"touch shorter, he goes back in the crease and works off the pads to deep square"
flatter outside off and that's a perfect piece of timing as he threads it through point with a square drive...spoils a good over
"short of a length at off stump, Smith is back and across, defends to the on side"
"keeps it short of a length outside off, Smith tries to drag it to the on side with the bottom hand and finds mid-on"
"fuller and off stump, he swings across the line and sends it to deep square leg...was very deep in the crease against a full delivery"
"back of a length, straight, pushed to cover for a tight single"
<b>just clears deep square</b> as he whips/flicks a short-of-a-length delivery backward of square and gets the leverage required
"well bowled, goes for the yorker, gets it in at leg stump and Smith jabs it to midwicket"
"short outside off, he goes for a booming square cut and it flies over the top edge"
<b>sure I heard a noise there</b> but no one is interested in an appeal as Smith flashes again outside off. No mark on Snicko. Creaky bat handle!
short and pulled to deep square
"short of a length outside off, 120kph, angled across and Finch doesn't make contact as he aims to drag a pull"
"<b>taken at mid-off!</b> Revenge for Irfan. He changed the angle, came round the wicket, was a length ball that Finch tried to carve over the off side and the bat twisted as he sliced across the shot"
"good delivery, short of a length at off stump, 138kph, defended"
"over the wicket, flicked off the stumps through midwicket"
"short outside off, punched to deep cover"
back in the crease and nudges down to long-on
"fuller, he leans forward and tucks along the ground through midwicket"
lovely shot as he skips down the pitch and almost effortlessly lofts this straight down the ground
"touch flatter, worked off the pads to deep midwicket"
"<B>well bowled</b> as he beats Smith with a back-of-a-length delivery angled across, climbs over the edge as Smith goes for a back-foot drive"
"that's <b>superb batting</b> as he learns from the previous ball, waits a fraction longer - it was a touch shorter - then glides it down to third man"
"cramps him for room a little, played to backward point"
"<b>just over point</b> as Smith leans back on a drive, flies in the air but with good heat and over the fielder"
"round the wicket, gets inside the line and works this off his hip backward of square"
"over the wicket, back of a length, 132kph, hints the splice hard as it's defended to cover"
eases a straight delivery to deep midwicket
"full at off stump, pushed in the air but it's short of cover who then allows it to bobble away"
"touch wider outside off, drives it with perfect placement wide of the cover sweeper. Great wrists"
takes a leading edge but along the ground to the off side as he aims to tuck this to leg
swept off the stumps through fine leg
plays back and eases this down the ground to long-on
"<b>nearly finds backward point</b> as he slices a back-foot drive, in the end it's a good save from Shadab"
"fuller, at the stumps, tucked to the midwicket and, oh dear, it's a no-ball. Looked a very tight call"
"sends down a very short slower-ball bouncer, Smith let's it go and gets the wide...the free hit carries over"
and this is a big full toss which Smith heaves down the ground...average from Wahab. <b>Another no-ball</b>
"short on the hip, pulled to fine leg"
"full at off stump, 145kph, driven to mid-off"
"short of a length, worked off the inner half of the bat through square leg"
"length ball outside off, driven to deep cover"
<B>direct hit from mid-off by Babar</b> but McDermott brings the dive out which might have got him home. He pushed a length ball and set off straightaway. Easily in
"82kph, tossed up, he skips down and works against the turn to square leg"
"looped up, 81kph, drifting into leg, he glances this behind square to the man in the deep"
"sweeping from wide of off, a <strong>top edge carries a long way but short</strong> of the man in the deep"
"85kph, drag down wide of off, he's back and cutting to deep point"
"96kph, flat on off, he punches back to the bowler"
"85kph, slower outside off, he skips out and works this to midwicket"
<strong>thickish edge sliced fine of backward point!</strong> Wasn't in the air but he got enough of it to beat wide third man
"back of a length, angled into the thigh pad, it skids on and hurries him and takes him on the thigh"
"137kph, short and wide, he punches off the back foot through cover straight of the man in the deep for two"
"140kph, head high bouncer, he's camped back and smoking a pull shot straight to deep square"
"121kph, short slower ball, he sits back and pulls with control forward of square"
"115kph, short slower ball, he pulls around the corner, <strong>he takes on the throw for two and this is tight!</strong> He <em>just</em> beats the throw with a full length dive. He's walking a tightrope Ben McDermott"
"85kph, drifting into leg, he whips to deep midwicket"
"95kph, darted into middle and leg, he clips this to wide long on, Smith calls early and sprints back for two. Great running"
"looped up, he steps out and defends to cover"
skips down and works this to wide long on
"91kph, shorter and wider, he's back and cutting to deep cover-point"
<strong>LBW! Misses sweeping. He reviews after consulting Smith</strong>. He was out LBW in Melbourne against Sri Lanka and didn't review when it was missing leg. Nothing on hot spot. Nothing on RTS. No bat involved. <strong>There is no ball tracking available for that ball! The decision remains out.</strong>  The only query was whether it hit in line. I think it was hitting.
"85kph, leg break, he's back and working this to midwicket"
"shorter length, he's punching to cover-point"
"fuller outside off, he drives to deep cover"
"squared up on off, it gripped off the surface, his defensive prod squirts to backward point"
<strong>beaten</strong> by a cracking leg break. Caught on the crease and it zipped past the edge
"wrong un, shorter, he pushes back to the bowler"
"full outside off, he sits back and <strong>whips it through midwicket!</strong> Incredible shot to whip it with the bottom hand. <strong>50 this time</strong>. Lovely knock from Smith so far"
"132kph, short and wide, he cuts hard behind point and stretches the man on the rope for a couple"
"132kph, full outside off, he is back and punching a full ball to mid off"
"back of a length, 131kph, wide of off, he punches off the back foot through point"
"135kph, back of a length, angled across, and he <strong>leaves this</strong>. That's a rare sight"
"131kph, short ball, he pulls but doesn't nail it, gets it to wide mid on"
"83kph leg break on off, he's down early to paddle sweep fine for a couple"
<strong>beaten</strong> playing over the top of a leg break outside off. Beautiful shape and drop outside off
"flatter and quicker on off, he defends on the front foot"
"shorter length, he's back and punching to cover"
"drifting down leg, he sweeps hard to deep backward square"
"shorter length, he's back and working this to midwicket"
"wide full toss, he's back and square driving to deep point"
"138kph, wide half-volley and it's not called wide. It was tight to the line but the bowler gets the call"
"141kph, full outside off, he shovels a square drive with no timing to deep point"
"<strong>smashed wide of mid off!</strong> Wide outside off, he steps back and gives room to smear it through the gap between cover and mid off!"
"122kph, slower ball bouncer and this one is called <strong>wide for too high.</strong> Amir is frustrated with that call"
"<strong>dissects the gap again past mid off!</strong> Incredible skill. Wide of off, he sat but and drives a full ball off the back foot, placing it in the gap. Stunning"
"<strong>back foot square drive over point!</strong> The best of the lot! Ridiculous. Full and wide, he's leaning back and slicing this over point. It went like a bullet to the rope. He's a phenomenon."
"<strong>nearly runs himself out!</strong> He just bunted it to mid off and ran, Haris waltzes in from cover, picks up only needs to hit and missed! Turner was miles out"
"slower ball outside off, he leans back and misses"
"139kph, full and he punches straight down the ground past the bowler for a couple"
"117kph, slower ball bouncer, he tries to upper cut, gets it off <strong>the edge of the bat</strong> and it flies to fine leg for four! Everything working for Smith"
"<strong>thumped over mid off!</strong> Contemptuous shot. Length outside off, he set his base and smashed it up and over mid off."
"113kph, slower ball, outside off, he punches off the back foot to cover"
"141kph, fired down the leg side and not called wide. Smith was bemused. He did step across a touch but not much"
bouncer that it way too high and this is called. Correct call this time
"full on leg stump, he whips this powerfully behind square to the sweeper"
"139kph, full wide of off, he square drives and a misfield at backward point allows <strong>the winning run</strong>"
