"tossed up on off stump, driven to short extra-cover"
"googly, pitches it too short and he goes back to punch to sweeper cover. That man was on the edge of the circle for Root, he's gone back for Bairstow. Not sure who's come in in his stead"
"slow flight close to off stump, driven to long-off"
"back of a length outside off, punched to sweeper cover"
"top-edged sweep, but <b>it doesn't carry</b>. Was too early into the shot, the ball was dangled up slow on leg stump, and it ballooned up to the right of short fine leg, but bounced well short of him"
"full on middle and leg, driven to long-on"
"speared in flat, sliding down leg. Gets down quickly and sweeps flat, over the head of the square-leg umpire"
"tossed up on off stump, driven inside-out to long-off"
"flat length ball on middle stump, gets on the front foot and dabs with soft hands into the point region, with the turn"
"flighted and full outside off, driven to long-off"
"bang. That's a nicely flighted, good-length legbreak on off stump, and he just clears his front leg and hoicks it waaaay over long-on. 97m, Craig Cumming reckons in the comm-box. <b>107m, according to the official measure</b>."
"wrong'un, pitching on a good length outside off. Bairstow presses forward and shows the full face to pick up a single to long-off and bring up a lovely, fluent fifty"
"flatter, quicker legbreak close to off stump, pushed into the covers and can't quite find the placement for the quick single. A rare dot ball"
"Oh my, <b>nearly drags it on</b>. It was perhaps not short enough to pull, and there's some slow turn that means he has to drag it from well outside off. Bottom edge, and then into front leg"
"tossed up wider and fuller, driven to sweeper cover"
"flat, quick and fairly full on off stump, defended to short extra"
"full outside off, opens his bat face slightly to push to sweeper cover"
"nice length this time. Presses forward for another push into the covers but it drops on him slightly and then carries on with the arm, inside-edges into the leg side"
"nicely bowled. This one is quicker, on a similar length to the previous ball, outside off. Doesn't quite get fully forward for the dab into the covers, and the ball turns past his outside edge"
"fullish, gets forward to block"
"shortish outside off, chopped into the point region"
"tossed up outside off, Root plays a checked drive to cover"
"well bowled. Slower and wider than the previous one, and drops onto a slightly shorter length before turning away. Root drives away from his body, only manages an outside edge to short third man"
"another shortish one that stops on Root. Looks to pull, drags it into the leg side off the bottom edge"
"tossed up outside off, slowed down nicely, Bairstow presses forward and defends into the covers"
"and another. Picks the wrong'un nice and early, picks it up on an off-stump line, clearing his front leg and swinging smoothly through the line to thump another big six over long-on. This one's a little straighter than the previous one, and clocks 95m."
"full outside off, defended into the point region"
"full on off stump, driven to long-off"
"back of a length, angling into the pads, tucked to the left of short fine leg"
"back of a length on off and middle, and this one stays a little low as he goes on the back foot. Punched down to long-off safely enough"
"ooh, well bowled. Wasn't quite close enough to the pitch of this flat one as he came forward to defend. Went at it with hard hands and nearly offered up a return catch. Fell just short of the bowler, who threw the ball up in a mock celebration to confuse everyone further"
"length ball on off stump, looks to defend into the off side but it goes straight on with the arm and rolls into the on side off the inner half of the bat"
"whoa, this man is in sensational hitting form. Again, right in his slot, on off stump, and he swings it away high over long-on"
"back of a length, angling into the stumps, tucked away through square leg"
"back of a length on middle stump, worked away to deep square leg"
"back of a length again, straightens towards off stump, goes on the back foot to turn it wristily to midwicket"
"back of a length again, on the pads, clipped to deep square leg"
"full on middle stump, clipped to long-on"
"short, angling into leg stump. Skids on as Root shapes to pull, and he can't get as much power on it as he'd like, rolls down to short fine leg for a single"
"full outside off, driven to sweeper cover"
"nice length on middle and off, defended to short extra-cover"
"angles this one down leg, and Bairstow gets a big stride in to sweep it hard to the left of short fine leg"
"length ball on off stump, gets forward to defend into the off side"
"back of a length on off stump, makes himself room for the late chop to backward point"
"flat length ball on off stump, defended into the point region"
"back of a length outside off, punched to sweeper cover"
"not quite a long-hop, but Munro's only gentle medium, and Root doesn't even go on the back foot to pull this, just swivels from the waist and beats the man diving to his right at deep square leg. Got his fingertips to it but couldn't prevent the boundary"
"back of a length on middle and leg, looks to flick, only manages an inside edge onto pad"
back of a length on off stump. Makes a bit of room and lets it come on for the gentle dab to short third man
"length ball on off stump, defended back to the bowler"
"back of a length, this one nips back in off the pitch to cramp Root as he shapes for the back-foot punch. Ends up checking his shot and picking up a quiet single into the cover point region"
"back of a length outside off, punched to sweeper cover"
"fullish, angling into off stump, and <b>Santner drops a straightforward catch</b> at extra-cover. Drives hard and early, and it goes at just around shoulder height, pretty much straight to the fielder, but he jumps awkwardly and grabs at it without letting it come to him"
"a bit wider now, sliced to third man off the outside half of the bat. Wanted to drive through cover point, I think"
"back of a length outside off, chopped to backward point"
"short ball angling across the batsman. Gets up to shoulder height and it's through him quicker than expected as he misses the pull. Appeal for caught behind, not given. Replays show it clipped the side of his helmet"
another short one angling across - this one's a bit wider. Again Bairstow misses a pull
"full inswinger, misses the flick and it hits his pad but that was swerving down the leg side easily"
"length ball angling into off stump, shows the full face to drive to long-on"
"back of a length on middle and leg, tucks it gently between deep midwicket and deep backward square leg. A slip at  the bowler's end while turning prevents the second run"
"length ball on middle stump, driven to long-on"
"shortish on off stump, and that's lovely from Bairstow, makes a lot of roo, and plays a late cut, rolling his wrists over at the top of the bounce, to get it into the gap between backward point and short third man"
"fullish slower one, looked like the knuckleball, and Bairstow slugs it back down the ground, towards the bowler, hard and at ankle height. Bursts through his hands and rolls to mid-off. Tough chance, but it'll count as a <b>drop</b> nonetheless"
"length ball outside off, driven on the up to sweeper cover"
"shortish on middle and leg, pulled to long leg"
"back of a length, angling into the body. Gets back and across to tuck it off his hip to long leg"
yorker outside off stump. Jams down a touch late on it and can't make contact
"back of a length, slanting across the batsman. Looks to make room and play the cute dab to third man, can't make contact"
"shortish again, stops on the pitch slightly as he looks to go back and across and work it into the leg side. Ends up hitting him on the body"
length ball on off stump. Looks for the checked drive and Southee throws himself to his left at cover and cuts it off
"back of a length on leg stump, worked away through square leg"
"length ball angling in from wide of the crease. Shapes to play the inside-out drive, but it doesn't really come on - may have been another knuckleball - and he turns his wrists to play it to midwicket instead"
smack. Drops just a touch short and that's enough for Root to swat him away over the square-leg boundary
"back of a length, angling into middle and leg, jabbed back to the bowler"
"fuller now, on off and middle, punched back to the bowler"
"tossed up slow on middle and off, defended towards backward point"
"shot! This one he spears in quicker, on a length on off stump, and Root is in position so quickly for the reverse-ramp, over the right shoulder of the keeper"
"back of a length on off stump, punched to extra-cover"
"shortish, close to off stump, punched to backward point"
"back of a length on off stump, pushed to backward point with an open face"
"length ball on off stump, punched back to the bowler. Hung in the air briefly but bounced just short of him"
"full outside off. Too full for the big heave over mid-on, ends up dragging it along the ground to the right of the bowler, who dives to his right and parries it to midwicket"
"Munro dives right again, but can't prevent a single down to long-on. Nice straight-bat push off the length ball on off and middle"
"Shot@! back of a length, angling into middle stump, and he just makes himself room and lets the ball hit his adroitly angled bat face to deflect it to the right of the keeper. Stunning shot"
"back of a length, angling into middle and leg, pushed towards midwicket with a straight bat"
"full on leg stump, whipped away through square leg"
"ooh, well bowled, and a huge appeal, but the <b>umpire isn't interested</b>. Length ball, knuckleball, nips back in to beat Root's attempted drive down to long-on, and hits front pad. Clipping the outside of the top of leg stump, according to ball-tracking - can't complain about the decision"
"shortish on off stump, makes himself room to chop it through point"
"flat length ball on middle stump and Root attempts another reverse-ramp. Another appeal for lbw, and it isn't given again. It hit him on the back thigh, in front of middle stump, so unless there was some glove on it - nothing, according to Snicko - that looked plumb. Except ball-tracking says it was bouncing over the stumps"
"back of a length, punched to sweeper cover"
""
"length ball on off stump, blocked back to the bowler"
"shot! That was hardly short, but he jumped deep in his crease to pull to the left of deep square leg"
"back of a length on off stump, worked away through midwicket"
"shortish outside off, pulled to deep square leg"
"back of a length close to off stump, gets behind it to defend towards short midwicket"
back of a length close to off stump. Lets it come on and guides it to third man
"wham. Down the track comes Root, and he brings up fifty with a flat-bat swat over mid-on for six. Southee served up a length ball outside off, giving him plenty of hitting room"
"shortish outside off, a bit of gentle away-curl, beats Root's attempt to dab that to third man"
"back of a length outside off, punched away through point"
"flat length ball outside off, check-driven to sweeper cover"
"flat, angling towards leg stump, gets down quickly to sweep to the right of deep square leg"
"back of a length on leg stump, tucked away to deep square leg"
"slides down leg again, a little shorter than on the previous occasion, and Bairstow is down on one knee in a flash to pull-sweep to the left of short fine leg and bring up a superb hundred. With so much time left, how far can he extend his score?"
"back of a length on middle and leg, defended into the on side"
"short ball on off stump, rising to shoulder height, rolls his wrists over and keeps his pull down towards deep square leg"
"full-toss on off stump, around thigh-high, punched to mid-off"
"shortish outside off, cut away to third man"
length ball close to off stump. Looks for the soft-hands single into the off side but hits it too close to backward point
"full on off and middle, flicked away to the left of short fine leg. The placement allows them to pick up three while Munro sprints to his right from deep square leg and makes a sliding save at the boundary"
"is there a bottom edge on this one? Skids through from a shortish length close to off stump, and sneaks under Bairstow's pull. Flicks the pocket of his trousers on the way through"
"short on middle and off, pulled to the left of deep square leg and they risk a chancy second run. The throw from Nicholls is poor, though, not particularly powerful or accurate and forcing Latham away from the stumps. That allows Root to get back in time"
"shot! very full and wide of off, and he gets down on one knee, opens his bat face, and steers that to the right of backward point"
"short outside off, stabbed to sweeper cover"
"short outside off, slapped through point"
"tossed up outside off, and he's quickly in position for the slog-sweep. Hits against the turn, but hits it well, and into the gap at deep midwicket"
"short now, on leg stump, and he rocks back and plays a cross between a flick and a pull, finds the gap between short fine leg and deep backward square leg"
short of a length and into the pads. Swivels and whips this towards Sodhi at short fine...and that sneaks through from under him
"offcutter, good length and just outside off. Dabs it to third man with an open face"
"short ball outside off, pulls aerially to get it between deep square leg and midwicket. <b>That's 150</b> between these two"
<b>another miscued pull</b>. Or so it appears. He's got enough on it to just clear the midwicket boundary. No one deep there. Got it high on the bat
"shapes for the ramp, watches it land short and quickly re-calibrates to guide it to third man"
"length on middle stump, jabbed with soft hands through midwicket and they come back for the second"
"tossed up at off stump, driven straight to mid-off"
"length on middle stump, steps out and chips to long-on"
"<b>clears long-off.</b> It's getting more and more brutal. Backs away, picks this length ball on off stump and launches a golf shot"
<b>the bails have fallen</b> as Bairstow backs away and plays the late cut to point. It's from Latham's connection on the stumps though
"length outside off, gets on one knee and looks to sweep. Cops it on the back thigh"
"length on middle stump, punched to long-on"
short of a length and in at middle stump. Taps feebly into the covers. A closed ring on the off side at the moment
backs away to open up the off side. Gets followed with a yorker and he can only jam this back to the bowler
"buh bye. Drops it short. The attempted knuckle ball. Sits up nicely, Bairstow clubs it with no fuss to clear midwicket"
"low full toss on leg stump, miscues the attempted slog. Gets it to long-on on the bounce"
"short ball on leg stump, swivels and pulls to deep square"
"<b>umpire's dducking to get out of the way</b> as Bairstow bludgeons this full toss straight past the bowler. Actually, he hasn't quite hit it right, but he's got enough. Bisects long-off and long-on"
short of a length just outside off. Stabbed into the covers off the under-edge
<b>on the roof</b> over long-on and it bounces outside. I reckon there'll be a new ball from this end. Bairstow backs away and by this point he's become immune to the knuckle ball. He swings the old-fashioned slog and the official distance on that is <b>113 metres</b>
"backs away again and chops it late. Gives short third man a sliver of hope, but he beats him comfortably"
"<b>taken at short third man.</b> Bairstow walks off with some pride, acknowledging the crowd at ever corner. It's been a top innings, despite the ugly end. An offcutter from Munro, full on off stump. He's looking to go over midwicket but gets a top edge"
"back of a length on middle stump, pushed back to the bowler"
"length on the pads, nudged straight to short fine leg"
"biffs this cover drive, but Guptill's a brave man to get his hands to this at extra cover. Sodhi tosses it up nice and wide first ball"
<b>taken!</b> Sodhi's got a wicket off the second ball of his spell again. Drops it short of a length just outside off. It sticks in the pitch as it turns away and Buttler's attempted back foot punch is a a weak chip in the end. So weak that Sodhi requires a forward lunge to get to it. He does well
"full on leg stump, flicked back at the bowler who lets it through moments after taking a sharp one"
"good length outside off, leans in and drives on the up to sweeper cover"
<b>struck on the back leg</b> as he goes on the back foot. Rod Tucker turns down the appeal immediately. That spun past the inside edge and was probably missing leg. Morgan looking to defend that one
googly. Not picked. Stabs at it to try and get it through cover. It's an under-edge into the pitch
"short of a length outside off, chopped to sweeper's left"
chips over midwicket and it trickles away to deep square's right. It's full on leg stump and he leans in a long way before using his wrists to get this over
back of a length and in at leg stump. Poked into the off side
<b>good catch running backwards by Munro.</b> Morgan slices a short ball after stepping out at it. Gets too big on him as he brings out the pull. Munro pedals to his left from mid-on and keeps his eyes on it as he stretches to take this quite a way away from his body
short and into the ribs. Watches closely as he steers this hook to fine leg
overpitched and in at leg stump. Clipped off his toes to find mid-on
googly. Good length and spinning away from leg stump. Watchfully tapped back to the bowler
<b>finds deep midwicket! It's 4 for 9 in under three overs!</b> Sodhi loops one up at middle stump. Stokes gets under it on one knee but his slog sweep doesn't have too much power on it. It's a gentle lob for the fielder who barely has to move
short of a length and in at off stump. Pokes it to square leg off the back foot
"short of a length outside off, chopped straight to point"
<b>beats him with a googly.</b> Limited-overs cricket is Wristpsinner Central now. Ali doesn't pick this as he lunges outside off
"length on middle stump, dabbed in front of midwicket with soft hands to steal the single"
"length and into the pads. Flicked straight to midwicket, on the up"
good length and a hint of inswing towards off stump. Punches on the up to extra cover
"good length on middle stump, pushed back down the pitch from the crease"
inswinging yorker landing perfectly at middle stump. Jams it to extra cover
"<b>dropped</b> but that shouldn't count, really. CDG nearly pulls off another screamer at midwicket. Ali slaps this short ball aerially to his right. He only has time to stick out his right hand, low to his right. Can't hold on"
inswinging yorker at the toes. Nudged to midwicket's left.
"<b>googly, top edge, tumble, wicket!</b> Five wickets for 13 runs. This is surreal. Ali looks to go over midwicket but he's assuming this one's coming into him. It's a loopy full ball on leg stump and it goes high. Southee runs in from long-off and gets low to snap it up. Keeps his balance as he goes onto the floor"
"short of a length outside off, sliced to point's right on the up"
"length outside off, leans in and drives to sweeper cover"
"tossed up wide outside off, dragged to deep midwicket off the toe-end"
googly on an off stump line. Plants the front leg across and pokes through midwicket
length outside off. Taps it to extra cover off the high end of the bat. Single stolen
"offcutter, length outside off. Flicked into the leg side"
"knuckle ball. Length outside off, leans in and drives on the up to long-off"
"full on off stump, wrists whip in front of deep square who keeps them to one"
back of a length on off stump. Tapped to point from the crease
"<b>chips to long-on!</b> Someone in commentary screeches 'Crazy! Bizzare!' and he isn't wrong. A half-hearted lift on the up from Woakes, to long-on's left. A regulation length ball, hit with no real purpose. Unless the purpose was to get it further than 30 yards, in which case he's succeeded by quite a way. Boult sprints in and to his left to hold on. And then he brings out the smile"
"length on middle stump, tapped into the leg side"
"floated up on leg stump, nudged straight to midwicket on the front foot"
"tossed up outside off, reaches out to drive to long-off"
"tossed up outside off, swats across the line to deep midwicket's left"
"tossed up outside off, neatly driven to sweeper cover"
"short of a length outside off, cut to sweeper cover"
googly pitches on leg stump and goes further down. Rashid misses the flick
"floated up on off stump, driven with the turn to sweeper cover"
<b>swish and miss.</b> Drifts away from Rashid outside off and past his attempted cover drive
"back of a length outside off, steered wide of point with an open face"
"good length outside off stump, tapped to midwicket off the back foot"
"length on middle stump, punched on the up to long-on"
"length on middle stump, flicked to fine leg's left with a flourish"
"back of a length just outside off, guided to third man with an angled bat"
"short ball slanted across off stump, a controlled hook to deep midwicket"
short of a length outside off. Hangs the bat out and gets it to third man. <b>England have 300</b>
overpitched and wide outside off. Leans in to drive to sweeper's left
<b>inside edge</b> out to fine leg. Rashid looks to crash this length ball through the covers but he's come in an hour too late for that to work out...
"<b>he pokes it through midwicket</b> and nearly gets run out as he comes back for the second. But he's safe. He kept England ticking, now he's keeping them alive. An ODI century for Root."
"full and wide outside off. A nice-looking slice over point, but third man slides to his right to cut it off"
"<b>'yesss,'</b> says Latham as he takes this down leg side. The umpire raises his finger. Root appears to have gloved this hook shot. Bouncer doesn't come on as quickly as he expects it to. He's inside the line and playing away from his body by the time it arrives"
"short of a length on off stump, mistimed punch on the up. Lands in front of Southee"
short ball outside off is hammered on the up to sweeper's right. It looks like it'll be the first boundary in eight overs. But Boult has a point to prove today. Sprins some 20 metres and dives one-handed to keep it in
"short of a length outside off, mistimed punch to mid-off"
shot. Nicely done by Rashid. Bouncer at an off stump line. Might have been of the slower variety. He's under it and he puts the bat up to lift it over the keeper
full and headed down leg. Rashid looks to flick and gets a deflection off the pad. Latham flies to his left and saves three
<b>who needs fielders.</b> Boult goes for the base of off stump and he damages it. Rashid looking to nudge this through cover but he's playing inside the line
"yorker wide outside off, goes with his hands and gets this out to third man"
another yorker. This one headed for leg stump. He backs away and gets a thick outside edge to third man as he looks to go over mid-off
"yorker just outside off, squeezed straight to backward point"
"yorker just outside off stump, jammed to mid-off"
yorker on off stump. Met on the full and carved behind square on the off side. Sweeper cleans up to his left
yorker in the channel outside off. Backs away and chops at it. Beaten. That was tailing in but not enough to hit off stump
"<b>shot!</b> Anticipates the line and length, hops into the off side and uses the angle to scoop this to the fine leg boundary. Superbly executed, he was nearly outside the pitch on the off side as he got under this"
superb hit again. Dances around in the crease a shade before standing tall. Southee gives him a knee-high full toss on middle stump and he pumps this straight over the bowler
"lovely. Curran is giving England some momentum. Exposes the stumps, gets another full toss at knee height and he slices it to the backward point boundary"
"wow. What an innings this is. Anticipates the slower ball, stays put in the crease and launches this over mid-off. It's an offcutter on a good length at off stump. He does so well to lift this, because he's on the back foot"
"<b>Nicholls does superbly</b> to his right at deep square to save two runs. Leaps full length to stop this pull shot on the bounce. Curran was backing away, Southee followed him and he nailed this pull. Came back for the second to complete this and was safe on the run out review"
"back of a length close to off stump, punched to mid-off"
"length ball on off stump, defended solidly back down the pitch"
"back of a length close to off stump, and there's all sorts of confusion after Guptill plays late, with soft hands, into the point region. Roy charged in from backward point, and as he did so Guptill and Munro did a whole lot of yesnoyesno, but no one went too far out of his crease for any real alarms"
"back of a length on off stump, defended into the off side"
"back of a length again, on a tight off-stump line, punched to cover point"
"once again, that perfect top-of-off-stump line and length, angling in from slightly wider on the crease this time, and Guptill blocks it back to the bowler. Woakes begins with a maiden"
"perfect start from Wood, the perfect delivery to a left-hander from over the wicket. Full, with late swing to straighten the ball into the stumps. Munro plays all around it, looking to flick with his head falling over. No bat, straight onto front pad, and it's given. Munro's reviewed, however... Definitely no bat on it. It's pitching on middle stump, and it's hitting middle stump. I really don't see why Munro reviewed that unless he perceived some sort of non-existent inside edge"
"back of a length on off stump, and Williamson begins in typically Williamsonesque manner, jumping back and across and tucking it away through square leg"
"back of a length, fourth-stump line, defended towards mid-off"
"back of a length on off stump, gets right behind it to defend towards mid-on"
"back of a length close to off stump, gets on his toes and defends towards cover point"
"back of a length, a bit wider this time, punched firmly to cover"
"ouch. Back of a length again, and this time some inward movement and extra bounce. Guptill misses the flick, and the ball smacks him on the inside of his left thigh"
"length ball close to off stump, defended to short extra-cover"
"back of a length again - he's been utterly metronomic so far - and very close to off stump. Guptill defends nice and late, and the ball bounces behind the wicket, towards slip"
"all the pressure of all those dots, and Guptill has succumbed. Woakes deserves this, but you have to wonder if Guptill went too hard too early. Looks to make a bit of room and hit over mid-off, but the length isn't full enough for that. Hits high on the bat and balloons up for mid-off to move a few steps to his left and catch it"
"back of a length close to off stump, defended into the point region"
"back of a length once more, fifth-stump line, punched into the covers. He's consistently hitting the high part of the bat as well, I should add"
"length ball close to off stump, gets on the front foot to defend towards mid-off"
"length ball angling into off stump, defended to mid-on"
"full now, angling into middle stump, clipped to midwicket"
"back of a length outside off, shuffles forward to push into the covers"
"length ball close to off stump, driven to mid-off"
"looks risky, but pretty routine for Taylor. Length ball angling into off and middle, and Taylor gets forward and - playing around his front pad - works it away to long leg. Don't try this at home, folks"
"back of a length outside off, a bit of extra bounce. Drops his bottom hand and plays late, runs it down to third man for another single"
"length ball angling into off stump, defended back towards the bowler"
"back of a length on off stump, rises on his toes to defend into the covers"
"shortish, fifth-stump line. Williamson looks to jump back and across and work it into the leg side, but has to adjust for the bounce Woakes generates, and plays it back to the bowler instead"
"ooh, <b>nearly plays on</b>. Back of a length again, in that fourth-stump zone, and Williamson is half-forward, looking to play his favourite chop down to third man. Ends up inside-edging it past his leg stump"
"back of a length outside off, jumps and brings his wrists into play to work that to the right of mid-on"
"length ball on off stump, punched to mid-on"
"fullish on off stump, and Williamson puts it away sweetly, brings down a perfectly straight bat and just eases it between the non-striker and the umpire, and mid-on has no chance chasing back"
"back of a length outside off, presses forward and lets it come on to guide it down to third man"
"length ball outside off, Taylor looks for the flat-bat drive through cover but doesn't really have the room he needs, ends up checking his shot. Rolls slowly to cover point"
jumps wide of the crease this time and angles one into Taylor's pads. Tucked away to long leg
"length ball, fifth-stump line, defended into the covers"
"shot! Beautifully timed, this. A pretty good length, but it swings away early and provides a bit of width, and Taylor gets on the front foot and strokes it on the up to the left of cover"
"length ball angling into off stump, clipped to midwicket"
"length ball, swings late and straightens towards off stump. Shows the full face and defends back down the pitch"
"length ball on off stump, punched to mid-on"
"not particularly short or wide, but you don't need to be either to provoke Taylor into cutting. Times it crisply to the right of third man"
"back of a length on off stump, defended to short extra-cover"
"short, angling into leg stump, pulled to the left of long leg"
"back of a length on off stump, goes back and across and whips to mid-on"
"short and wide, and Williamson puts it away easily. Flays it away to the left of the diving short point fielder"
"length ball outside off, presses forward and drives to short cover, who throws at Taylor's end and concedes an overthrow. Taylor was out of his crease, but would probably have made it back had the throw hit the stumps"
"back of a length on off stump, defended right under his eyes and the ball rolls away behind square, towards backward point"
"back of a length outside off, lets it come on and dabs to the left of backward point"
"fullish on off stump, driven to mid-on"
"back of a length outside off, and that's an outstanding shot. A straight-bat punch, just opens his bat face to bisect short point and backward point"
"back of a length on off stump, clipped to mid-on"
"ooh. Back of a length, just a bit of width, slapped away crisply but this time straight to Roy at backward point. He fumbles to allow the single"
"length ball angling towards leg stump or down leg. Taylor looks to flick, misses, and the ball rolls off the outside half of his pad into the leg side"
"back of a length close to off stump, stands tall and punches towards cover point"
"back of a length on off stump, defended towards midwicket"
"short, rises to chest height while angling into Taylor's body. His weight is on the front foot but he manages to bring that bottom wrist into play and pull it away over the long leg boundary. Wow"
