"full on middle, and going down the leg side. Imam misses the flick, and the ball goes through to the keeper"
"good length outside off, and steered to the cover fielder for one"
"yorker on middle, and he does well to dig this down to mid on"
"full outside off, and pushed to cover"
"flatter on middle, and punched down the ground to long on"
"length ball on middle, and he shuffles to the leg side to make some room. Then carves a cut to point"
"length ball on off, and that's been punched down the ground to long off. <B>Fifty partnership!</b>"
"tossed up just outside off, and crunched through to the fielder at deep extra cover"
"full on middle, and he opens his front leg to free his bat's movement. But the straight drive is swiftly blocked by Nawaz"
"back of a length on off, and tapped off the back foot to cover"
"full just outside off, and that's been driven square with the bat's open face. Man in the deep"
"<b>golf swing!</b> Comes down the ground, and meets this delivery on the full. Swings the bat through the ball's line, and the connection is excellent! Over long on"
"full on off, and he offers the bat's full face to drive straight. Stopped by Hasan though"
"good length outside off, and tapped to cover point for a quick single"
"full on middle, and worked away to midwicket. They want a single, but Masakadza sends his younger partner back"
"good length outside off, and carved off the back foot to cover point"
"full on leg stump, and he misses out on the sweep. Goes down the leg side, so Zimbabwe earn an extra run"
"full on middle, and driven down the ground to long on"
"length ball on leg stump, but going down the leg side. Another freebie"
"good length on leg stump, and he goes onto the back foot to defend"
"full on leg stump, and he's down on one knee to sweep! Picks this from middle stump, and places this angled sweep very fine past the infielder"
"full on off, and pushed away to the fielder at cover. Mistimed"
"good length on off, and he backs away to pull. Drags it too straight, and it's gone <b>straight to mid on!</b>"
"good length on off, and the block takes the bat's inside edge. Ricochets onto his pads thereafter"
"back of a length on middle, and Masakadza is pretty surprised! Goes for the pull anyway, and he top-edges it beyond fine leg"
"<b>sends two stumps flying away!</b> Squares Masakadza up. Length ball on off, and the ball angles slightly away after pitching. Masakadza tries to drive straight, but the ball goes past his outside edge, and uproots off- and middle-stump. A funny celebration too - Hasan chooses not to do the blast celebration, and instead asks his friend Shadab to celebrate for him. Remember, Hasan pulled a neck muscle the last time he tried to do that."
"back of a length outside off, and he runs it down to third man. Gets off the mark"
"attempted yorker on leg stump, but the ball goes down leg. Wide, says the umpire"
"full on off, and Masvaure comes forward to defend"
"full on middle, and he comes forward to defend once more"
"full on off, and angling into the right hander. Defended to the leg side"
"tossed up on middle, and hits his front leg while the batsman tries to work it towards midwicket. Big appeal for lbw, but not given by the umpire. The angle would've taken it down leg stump"
"full on leg, and this time it's been pushed to midwicket for a quick run"
"full just outside off, and defended off the front foot to mid off"
"full outside off, and he comes forward to defend down the ground"
"tossed up on leg stump, but he gets behind the line of the ball, and drives back to the bowler"
"full on leg, and going down the leg side. Sarfraz dives to his right and stops the ball, but the umpire calls it a wide anyway"
"full just outside off, and he drives inside the line of the ball. Expected the ball to come into him, but the ball jagged away, and went past the outside of his bat"
"full on off, and Masvaure digs this away to the square-leg fielder. <b>He's overstepped</b>"
"yorker on leg stump, and Murray manages to get his toes out of the ball's way. The ball, however, raps him on his front leg, but the ball trickles away to square leg"
"full on middle, and that's been whipped off his toes to the vacant cow corner region. Chase for the fielder from midwicket"
"good length on off, but tailing into Murray's body. Defended to midwicket, and off they go for another run"
"full on off, and he raises his back leg to go through the line of the ball. Driven to mid on"
"full just outside off, but slower in the air. Defended with soft hands. <B>Drinks as well</b>"
"good length outside off, and the ball stayed low! He tried to cut, but the ball snuck under his bat, and Sarfraz does well to hold on"
"full on off, and he takes a big stride forward to defend. Sarfraz says, <i>'bohut acha</i> (very good)' to his bowler"
"full on middle, and worked away to the leg side for a walking single"
"good length outside off, and the ball's spinning into the left hander. Tries to cut it away, but misses the shot completely"
"full on middle, and driven down the ground to long on for a walking single"
"tossed up outside off, and he opens his bat's face to run it down to point"
"back of a length on leg stump, and that's been paddle swept to fine leg"
"tossed up outside off, and that's been driven expansively. Struck with some ferocity, but straight to long off"
"tossed up on middle, and that's been whipped off his toes to the fielder at deep midwicket"
"full just outside off, and defended to mid off"
"tossed up on off, and the wrong'un comes into Murray. Mistimed to mid on"
"full outside off, and spinning away from the batsman. Sticks his bat out, and defends to point"
"full and wide outside off, and he comes down the wicket to drive. Played to the cover fielder"
"length ball outside off, but spinning in sharply. Worked off his hips to square leg"
"uses his feet, and <b>lifts it</b> over the bowler's head! Played with the turn to the long-off boundary"
"full just outside off, and worked away to the on-side off the front foot,. Played to mid on"
"good length just outside off, and he goes onto the back foot, before nudging this to square leg"
"length ball outside off, so Masvaure checks his shot. Punches past short mid on to the fielder in the deep"
"full outside leg stump, and spinning down the leg side. He misses out on the sweep and the ball hits the keeper's pads"
"full outside off, and spinning into Murray this time. Fended back to the bowler"
"tossed up on off, and he tries to drive straight. The ball turns away, and induces the bat's outside edge. Flies away to square leg thereafter"
"good length on off, and worked away to the leg side. But the ball turns away, and takes the top of his pad and goes to short third man"
"full outside off, and spinning further away. He sticks his bat out, but the ball goes past his outside edge"
"turn and bounce! Full outside off, and spinning away from Murray once again"
"tossed up outside off, driven to extra-cover"
"back of a length, turning into middle stump, punched to long-on"
"length ball on off stump, defended back to the bowler"
"shot. Fullish on off stump, clipped away crisply to the left of deep square leg"
"tossed up outside off, defended to extra-cover"
"a touch closer to off stump, driven to extra-cover"
"flat length ball on middle and off, goes back to punch it back to Shadab"
"loopy full-toss on off and middle, swept down to long leg"
"shortish outside off, pulled to the left of midwicket. Was looking for the single to long-on but the fielder in the circle moved quickly to cut it off"
"quickish length ball on off stump, Murray defends without really striding forward, just collapsed his back leg"
"shortish outside off, pulled to long-on"
"beauty. Floated across towards off stump and he comes forward to defend, playing for the turn. Continues to slide on with the angle and beats the outside edge"
"shortish outside off, jabbed to sweeper cover"
"length ball on off stump, clipped to midwicket"
down the track and Nawaz gets it to drift away from off stump a bit. Driven back to the bowler
"back of a length on off stump, punched into the point region"
"back of a length on off stump, looks for the punch to long-on but doesn't get any power on it, cramped for room. Midwicket moves across to field it"
"a bit more room, rocks back and forces it past backward point"
"googly, tossed up outside off. Looks to drive into the covers, ends up hitting it back to the bowler"
"fuller outside off, driven hard into the covers and extra-cover, diving right, can only half-stop it and slow it down"
"length ball turning in towards off stump, nicely defended down the pitch. Masvaure's been getting into good positions against spin so far"
"length ball turning down leg, tucked away to long leg"
"flat slider angling into off stump, defended back down to the pitch"
"tossed up wide of off stump, presses forward for the push to sweeper cover"
"tossed up full on off stump, driven down to long-off"
"looks for the cover drive, ends up hitting it back to the bowler. Dangled it up slowly and got it to drift into the left-hander"
"quicker, angling into off stump, goes back to work it through square leg"
"nice length outside off, gets forward for a push into the covers"
"lovely length again, dips and turns in towards off stump. Nice checked drive to long-off"
"tossed up full, wide of off, driven to long-off"
"shot. Tossed up on middle stump and he makes himself room and chips it inside-out, over extra-cover, against the turn"
length ball turning in from middle and leg. Gets forward and works it through square leg
"full on off stump, driven back to the bowler"
"ooh, <b>dropped</b>. Flicks this full one against the turn, with a lot of power, and it doesn't quite stick as Malik moves to his left at midwicket to take this chest-high chance"
"back of a length outside off, chopped into the backward point region"
"a bit of flight outside off and Murray goes after it, sinks onto his back knee to slog-sweep over the midwicket boundary"
"down the track, gets inside the line of this full one angling into his legs, and chips inside-out to long-off"
"length ball turning in towards off stump, defended back to the bowler"
length ball on off stump. Looks to use his wrists and play it down to long-on but midwicket moves quickly to his left to cut it off
"fuller, driven down to long-on"
"back of a length, sliding into the pads, worked away through square leg"
"tossed up on off stump, clipped to midwicket"
"tossed up on middle stump, clipped away to deep square leg"
"flat legbreak just outside off, goes back and whips to midwicket"
"fuller, angling slightly down leg, and Murray plays that very well, gets his head over the ball and glances it away to the right of short fine leg"
"googly, didn't pick it. Dips sharply wide of off stump and he drags his intended cover drive to midwicket"
"tossed up wide of off again, driven down to long-off"
"length ball on off stump, sliding on with the angle. Goes back to slap it to cover point"
"flighted ball on off and middle, driven back firmly to the bowler, who fumbles it and lets the ball roll into the covers"
"down the track and Junaid Khan <b>drops</b> a straightforward chance. Doesn't get close enough to the pitch to loft it safely, and it goes hiiiigh in the air, towards long-off running in off the rope. He's sliding forward to catch it near his waist, and the ball just slips through his grasp"
"back of a length, sliding into leg stump, worked into the square-leg region"
"shortish, pulled through midwicket"
"goes on the back foot to a flat length ball, works it away to deep midwicket"
"length ball on middle stump, clipped to straight midwicket"
"back of a length, angling across to off stump. Defends with soft hands into the cover region to pick up a quick single"
"length ball on off stump, defended into the point region"
"fullish outside off, eased off the front foot to sweeper cover"
"digs in the bouncer, climbs too high to worry Masvaure, who just sways perfunctorily to let it pass"
"length ball close to off stump, defended to extra-cover"
"full, angling down leg. Misses the flick and Hasan lets out a big appeal for lbw, but it's angling too far down leg"
"yorker close to off stump, opens his bat face and steers it down to third man"
"back of a length outside off, punched to sweeper cover"
"nice length on off stump. Comes forward, lets the ball come to him, and clips it gently to the right of midwicket"
"back of a length close to off stump, punched to the left of backward point"
"length ball turning into middle and leg, clipped to backward square leg"
"flighted ball outside off, driven to long-off"
"flat, angling down leg, too quick for Murray to connect with the paddle sweep"
"quickish length ball on off stump, defended to midwicket"
"length ball on middle, and tapped back to the non-striker"
"full on off, and he's lifted it over the non-striker! Looks like it's going to clear mid-on, but the ball dips late, and therefore Asif must jump forward to take the catch. <B>Breaks a 78-run partnership</b>"
"welcomed with a yorker. Aimed on off stump, and Moor does well to keep the ball away"
"full on off, and tailing into Moor's body. Tries to drive, but the ball is inside-edged onto his pads"
"back of a length outside off, and the cut has been mistimed to third man. Gets off the mark"
"full on off, and he leans into a straight drive off the front foot. But strikes it straight to Hasan"
"length ball on leg stump, and blocked off the back foot"
"good length on leg stump, and Moor whips it off his pads to the leg side"
"good length on off, and angling across Moor. Pushed to cover"
"good length on middle, and pushed to mid off off the front foot. They take off for a single"
"full on off, and driven away from his body. But finds cover once again"
"back of a length on leg, and the batsman sways away from the ball's line and lets this go to Sarfraz. <B>Maiden over</b>"
"length ball outside off, and he blocks it off the back foot. Rides the bounce to defend"
"back of a length outside off, and Murray pulls this over midwicket. Mistimes his shot, but manages to clear the infield. <b>His highest ODI score</b>"
"back of a length outside off once again! Murray attempts the pull once more, and this time it's been drilled to mid on. Falls just short of the fielder there"
"full outside off, and pushed to cover point for a quick single"
"good length on off, and it's too close to the batsman for the late cut. He gloves it - past the diving keeper's right - to third man for a single"
"full on off, and that's been <b>drilled</b> past midwicket! Slogs across the line, and muscles this between the two fielders on the leg side"
"full on off, and flicked off his toes to the fielder at deep midwicket"
"full on off, and defended off the front foot"
"length ball outside leg stump, and turned off his pads to the leg side. Wants a single, but the fielder comes swooping in to cancel those thoughts"
"full on middle and leg, and that's been tapped away to the fielder at midwicket"
"yorker on off, and he does well to dig it away to the off side"
"yorker on middle again, but Murray has a swipe at this - across the line - and mistimes a shot to midwicket"
"tossed up on leg stump, but angling down the leg side"
"flatter on middle, and he rocks back to get inside the crease. Punched to mid on"
"<b>pushed over the boundary!</b> Fakhar the guilty man. Full on off, and he slogs across the line. Fakhar was near the mid-wicket boundary, but his one-handed attempt is dropped, and eventually parried over the ropes"
"good length on middle, and zipping straight through. The ball stays low, and Murray does well to keep this out"
"<b>middle stump!</b> One too many, and Murray falls three runs short of a maiden half-century. Tossed up full on off, and Murray goes down on one knee to slog-sweep behind square. You-miss-I-hit stuff from Nawaz"
"low full toss on middle stump, tapped past the non-striker to long on for a single"
"good length on off, and he goes onto the back foot to punch"
"length ball outside off, and that cut shot has flown to Shadab at point! Tries to take a flying catch to his right, but the ball pops out of his hands. Goes down as a <b>dropped chance</b>"
"full on middle, but angling across Chigumbura. Defended to cover"
"slower ball, on a length on middle stump. Chigumbura looks to defend off the front foot, but the ball angles across his bat and goes into Sarfraz's gloves"
"attempted yorker on middle, but eventually is a full toss. Driven down the ground to mid off"
"full on middle and leg, and defended off the front foot. Intercepted by Amir on the followthrough"
slower ball on middle stump. Pushes this length ball away to cover. <b>Just one off the over</b>
"length ball on middle, and he shuffles across to the off side, whipping away to square leg for one"
"tossed up on off, and driven with the turn to long off for a single"
"tossed up on leg stump, and that's been driven inside-out to the bowler"
"flighted outside leg stump, and he paddle-sweeps this fine down the leg side! Sarfraz is not pleased"
"good length outside off, and cut with the spin to point"
"full on middle, and Chigumbura comes forward to push this back to Nawaz"
"good length on off, and he rides the bounce to defend. Played to mid off"
"yorker on middle, and Moor does well to dig this out of the blockhole. Played back to Junaid"
"full on off, and driven away from his body to cover"
"slower ball, on a leg stump. Whipped off his pads to the vacant midwicket region for a jogging single"
"slower ball on middle stump, and Chigumbura looked to tee off for a big shot, but he eventually check-defends to the off side"
"full outside off, and that's been <b>crunched</b> over long off! Such sweet followthrough of the bat as he drives this for half-a-dozen! What a crack"
"tossed up on middle, and driven to cover"
"flighted on leg, and worked away to the fielder at long on for a single"
"full outside off, and he's through his drive too early. Off the bat's top half, and goes almost into cover's hands"
"<b>appeal for lbw!</b> But not given. Length ball on off and he came down the ground to defend. Misses the shot as the ball hits his front leg. Impact was in front of off stump, so wonder what the umpire was thinking there"
"full on off, and thumped down the ground to long off"
"good length on off, and he goes onto the back foot to defend and see the over out"
"back of a length, close to off stump, defended into the covers"
"low full-toss close to off stump, driven to extra-cover"
"shortish outside off, steered down to third man"
"length ball angling into off stump from wide of the crease, defended back towards the bowler"
"back of a length on off stump, gets on his toes and clips to midwicket"
"fullish on off stump, driven to mid-off"
"back of a length outside off, googly. Stays a bit low and Chigumbura inside-edges his attempted back-foot punch past leg stump"
"shortish outside off, flat-batted to long-off"
"tossed up outside off, driven to sweeper cover"
"flat googly turning into leg stump, goes back and whips to deep square leg"
"another googly, tossed up and turning in towards off. Presses forward to defend into the on side"
"shortish outside off, stabbed to backward point"
"shortish, angling into the body. Looks to tuck it into the leg side and gets a blow on the glove instead"
"short, a bit of width, cracked away nicely, placed it well to the right of third man"
"yorker on off stump, jams his bat down on it and gets an inside-edge that rolls into his feet"
"short, angling into the body, gets up to chest height and he swivels nicely and plays a controlled pull out to long leg"
"short, some width again, and now it's Moor's turn to pick up a square-cut boundary. Hits it further in front of third man than Chigumbura did"
"length ball angling into off stump, defended to extra-cover"
sharp turn outside off from a good length. Presses forward to defend and it rips past his outside edge
"tossed up wide of off, driven to the left of long-off"
"beauty. Gets it to dip and spin away sharply, a little wider outside off, to beat Moor as he drives away from his body"
"googly, pitches on a good length and he hits it back to the bowler off the inside half of the bat. Wanted to drive into the covers"
"fuller, plays a checked drive into the covers"
"quickish length ball turning away from off stump, gets back and across to defend with soft hands"
"full, angling into middle stump, clipped away through square leg"
"length ball outside off, defended into the covers"
"slower ball, cuts in from off stump and is probably missing leg stump. Misses the flick and prompts a big lbw appeal"
"Length ball, nips in from outside off. Misses the flick and is hit on the pad again. Outside the line, I guess, and maybe an inside edge too. Not much of an appeal"
"another slower ball but this one is short, and he holds his shape nicely and pulls it just beyond the rope at deep midwicket"
"low full-toss outside off, driven to sweeper cover"
"another legbreak that beats the outside edge. He's been getting them to dip and turn in his last two overs, this one's on a wide-ish line and forces Chigumbura to reach away from his body"
"fuller, driven to the right of sweeper cover"
""
"quickish legbreak on off stump, a touch short, goes back to punch through cover point"
"googly, too short and the wide line telegraphed it too. Goes back to punch to sweeper cover"
"floated up full on middle and leg, clipped past the diving bowler to long-on"
"short, turning down leg, pulled to long leg"
"half-tracker on off stump, pulled hard to the right of long-on and the fielder has to dive to save the boundary"
"shortish outside off, stabbed into the covers"
"back of a length close to off stump, punched towards extra-cover, who moves quickly to to stop it"
"back of a length on off stump, punched to long-off"
"full, almost in the blockhole, on middle stump. Driven to long-off"
"tossed up full on off stump, driven to extra-cover"
"flighted ball on off stump, driven back to the bowler"
"length ball on off stump, presses forward, lets it come on, and defends into the gap to the left of extra-cover"
"quickish length ball on off stump, defended into the point region"
"tossed up full on middle stump, driven to long-off"
"full on off stump, pushed to short cover"
"long-hop turning in from outside off, and Moor clatters it over the midwicket boundary"
"slants it wide of off, Moor leaves it alone"
"shortish on middle and leg, pulled along the ground to deep square leg"
"back of a length outside off, punched to extra-cover"
"length ball on off stump, goes back and clips it back to the bowler"
"loopy and slow outside leg, sweeps to long leg for one"
