"full to start off, a bit of swing away towards the off stump, Rohit blocks off the front foot"
"length outside off, flashes and flashes hard but ends up hitting it straight to Martin Guptill at short cover who times his jump to perfection to take it with both hands, Rayudu departs for a duck"
"length around off, a big stride forward and a solid defence"
"fuller outside off, once again a bit of away movement, pushes and gets beaten"
"and he edges this one behind, length ball around sixth stump line, Karthik follows it, gets an outside edge and Latham takes a regulation catch. India in trouble here"
"length, but way too outside off, left alone"
"short of length on the pads, flicked away but straight towards the square leg"
"fuller around off, driven but straight towards the bowler"
"short of length, into the body, defended from the back foot"
"fuller on the pads, flicked away towards square leg"
"short of length outside off, cuts it hard but straight to cover"
"length ball on the stumps, Gill plays it on the up, and straight to Boult, almost a replica of Rohit's dismissal, second caught and bowled for Boult"
"length outside off, left alone"
"length ball, nipping back in sharply to beat the bat, a loud appeal for lbw but that was heading down"
"length outside off, shaping away and given a wide"
"length around off, once again a hint of away movement, comes forward and blocks"
"length outside off, around fifth stump, left alone"
"back of length around middle, dabs it towards square leg"
"back of length outside off, tapped towards cover-point"
"a touch fuller than a length, swinging back and hitting the batsman on the front pad, up goes the finger, India want to review it, they have to. Pitched on middle, hit right in front of the middle stump and would have crashed into middle, three-fourth of the height"
"fuller, just outside off and swinging in, defended with half a foot forward"
"length, fifth stump line and once again shaping back, left alone this time"
"back of length on middle and leg and leaving the batsman, defended towards cover off the back foot"
"fuller outside off and a big swing in, Bhuvneshwar pushes it back towards the bowler"
"almost a yorker, the inswinging one, Bhuvneshwar jams his bat at it, an inside edge to backward square leg"
"length ball on middle and leg, and whipped past square leg by Pandya, off the mark with a stylish boundary"
"length again, much better line, around off stump and swinging in, drives on the up, the ball hits the inner half dribbles towards short midwicket"
"length outside off, looks to punch it through covers, an inside edge on to the pads"
"length ball just outside off, comes forward and defends"
"length around off, punched off the front foot but straight towards the bowler"
"length around off, punched again, this time towards mid-on"
"short ball, in two minds between getting under it and playing at it. He can't get anywhere near the top of it anyway and can't make contact as it goes over his shoulder"
"short ball, in two minds between getting under it and playing at it. He can't get anywhere near the top of it anyway and can't make contact as it goes over his shoulder"
"fuller, swinging in around off, whipped to midwicket"
"length ball, swinging in towards middle, Hardik barely defends in the nick of time to avoid the lbw"
"short of a length on off, defended off the backfoot into the off side"
<b>cuts him in half</b>. Pushes a length ball across and it seams back in off the deck. Pandya is hanging his bat well away from his body and it rips past the inside edge
"full outside off, gets an inside edge onto the pad"
"length ball outside off, holding its line, left alone"
"full outside off, pushed towards mid-off"
"<b>goes straight through</b>. De Grandhomme gets this nip back in just a tad. Bhuvneshwar does not move his feet much and has the bat hanging away from the body. That little gap is all the ball needs to sneak through and skid onto off stump. Series dominators in a deep, deep trench now"
"full, pushed across off, defended"
"length on middle and leg, tucked into the leg side"
"oh, that's a stunning shot. Flat over mid-on. A length ball on middle and leg and he presents the straightest of bats. Just presents the full face but there's enough power in it to go to the boundary"
"this one's fuller around off, and a lot more room as well. Pandya thumps it straight down the ground with immense power"
"short of good length, gets on top of the bounce and defends to point"
"short, sitting up around off, gets on top of the bounce and drags a pull from outside off over midwicket"
"<b>another beauty!</b> The off-cutter, at a short of good length, cuts away off the seam and beats the outside edge of his flashing bat"
"another ripper, 142kmph, breaking away off the deck and squaring him up as it shoots past the edge"
"length on middle and leg, defended back towards the bowler"
"a touch wider this time, and driven on the up, past the diving cover fielder for a couple"
"length outside off and swinging in, left alone"
"length, just around off, comes forward and taps it towards short midwicket"
"length outside off, comes forward and defends with an angled bat"
"fuller but near the tram line, given a wide"
"back of length on middle, defended on the leg side"
"length ball, pitching around middle and moving away to beat the bat, hits Pandya high on the back thigh"
"fuller on the stumps, Pandya goes for the flick and misses, but it was swinging down"
"slower one, fuller outside off, Pandya comes forward and drives it to cover"
"five-for for Boult. A short one has done the trick, was outside leg stump, Pandya fends at it, the ball brushes the gloves and lobs towards Latham behind the stumps"
"goes for an inswinging yorker, a touch too full, Chahal gets his bat down just in time"
"length ball on the stumps, Chahal was on the back foot but manages to defend it from there"
"short one from de Grandhomme, goes for the pull but fails to connect"
"length around off, comes forward and blocks"
"fuller this time, just around off, driven towards mid-on"
"length outside off, in the corridor, left alone"
"length again, much closer to the stumps this time, Kuldeep pushes at it and gets beaten"
"a touch fuller on the stumps, flicked away but Guptill makes a diving stop at square leg"
"back of length outside off, Chahal is not interested in chasing that one"
"length again, fifth stump line and moving away, beats the bat"
"just around off, and holding its line after landing, squaring Chahal up this time around"
"length, fourth stump line, Chahal pushes at it and gets beaten"
"yorker length outside off, Chahal jams his bat at it but once again no connection"
"length again, just outside off and moving after pitching to bat the bat"
"length ball, in the corridor and coming in with the angle, left alone"
"fuller outside off, driven through covers for a couple"
"pitched up outside off, Kuldeep drives it again, but straight to cover"
"fuller on the stumps, flicked towards square leg for one"
"length outside off, a little bit of swing still there, Chahal plays inside the line"
"length on middle and leg, pushed towards mid-on"
"back of length outside off, stays back and punches it to the left of third man, Todd Astle keeps it to one"
"length, fifth stump line and moving away, left alone"
"length outside off, comes forward and plays with an angled bat, a single to third man"
"length ball on the stumps, flicked towards square leg"
"short of length and Chahal goes for a pull, not in position at all, I must say. But the top edge flies over the keeper's head, one-bounce four"
"length outside off, comes forward and pushes at it, plays inside the line"
"length ball, pitching on the middle and moving away, beats the outside edge"
"short of length on the stumps, defended from the back foot"
"fuller on the stumps, and a wristy flick to beat the man at square leg for a boundary"
"length on middle and off, tapped towards short midwicket"
"a bouncer this time, goes for the pull, ends up lobbing it just over square leg"
"fuller outside off, goes for the drive, a thick outside off flies past the diving third slip, a single to third man"
"length ball, on middle and leg, looks to push it on the leg side, misses and gets hit on the thigh"
"length around off, comes forward and pushes it back towards the bowler"
"back of length on middle and leg, gets behind the line of the ball and blocks"
"a bouncer this time, Chahal goes for the pull and finds thin air"
"length outside off, leaving the batsman, Chahal was playing for the line and gets beaten"
"fuller around off, comes forward and drives it firmly towards extra cover"
"fuller around off, comes forward and drives it towards extra cover"
"length around off, Kuldeep was pushing at it, the ball just holds its line and squaring the batsman up"
"fuller outside off, driven towards extra cover for a quick single"
"back of length around off, gets behind the line and defends"
"fuller around off, comes forward and drives it back towards the bowler"
short of length on the hips and picked away towards square leg boundary
"starts with a short of length ball on the stumps, defended on the leg side"
"length around off, goes back and tickles it towards fine leg"
"fuller around off, driven on the front foot, but the extra cover fielder intercepts"
"flighted around off, sharp turn and bounce to beat the bat"
"fuller this time, Chahal beats the extra cover fielder with the drive this time but sweeper cover cuts it off"
"a googly, pitching outside leg and spinning in just a little bit, defended from the crease"
"length outside off, around sixth stump and moving away, Chahal lets it go"
"length on the stumps, moves away, gets an outside edge past the second slip"
"short of length on middle and leg, pulls it towards deep backward square leg"
"fuller on the stumps, pushed back towards the bowler"
"length ball around off, gets behind it and defends"
"back of length outside off, pushes it towards covers"
"ah, what do you know? It doesn't matter. Astle gets one to spin in sharply from a length outside off. Gets a bit of extra bounce as well. Kuldeep is down on one knee to sweep, gets a thick top-edge that sails into the hands of deep backward square"
"ah, most dicey leave of all time! This is the wrong'un, pitching well outside off. he's expecting it to leave him further. Instead it spins back and narrowly misses off stump"
"short of a length, big turn outside off, reaches out and can't make contact"
<b>dropped</b>. Not much turn this time but Khaleel flashes hard without room and gets an edge that carries to Taylor's right but he spills it
"pitched up on middle and leg, a bit of turn as well but he gets down for a slog against the turn and finds the deep square leg boundary"
"wrong'un, back of a length, punched in front of off on the backfoot"
"swept away, against the turn again, to deep square"
"full, angling into leg, driven back"
"full outside off, driven away to deep backward point"
"back of a length, outside off, backs away and keeps his bat inside"
<b>misfield at extra cover</b>. Williamson lets this pass right through the legs as Khaleel drills this fuller one away
"<b>bowled him!</b> India fold for 92, they have gone past their lowest score of 88 against NZ. But this has been quite the disaster for the visitors. This is a searing yorker, angling in, Khaleel jams the bat down and can't do anything about it as the ball sneaks underneath the bat and clatters onto the stumps"
"fuller on middle and leg, wristily whipped away over deep midwicket"
"fuller of a length this time, angling into Guptill again, shovelled through the left of mid-on"
"that's just sublime timing. No brute force this time, just a neat tuck off the pads to a length ball. These lines are too straight"
and there it ends. A short-lived burst from Guptill. Didn't go hard at this one or anything. Just closed the face a tad early. This was fuller and angling in towards leg again. Probably stopped on Guptill a tad and he ends up closing the face early. Gets a leading edge to point. India strike early but one-seventh of the target has been shaved off just like that
"back of a length on off, defended down the pitch"
"short of good length, cuts in off the seam towards off, Williamson gets an inside edge, <b>lucky not to chop on</b>"
"length ball around off, shuffles across and blocks"
"short on middle and leg, arches back and laces a pull behind square"
"full, angling in towards off, drilled to midwicket off the inside half of the bat"
"back of a length, comes on straight outside off, left alone"
"short of good length, shuffles across and defends. Khaleel has landed on the line. Or has he? Might have had something behind the line there. A marginal call"
carved away over extra cover. Shifts back early in his crease and then frees his arms at the sight of width. Had to reach out really. Not pretty but effective
"length ball around middle, defended"
"length ball, shapes away from around the sixth-stump channel, covers off stump and lets it go"
"good length, nips away from around middle a tad, Williamson i slightly squared up as he knocks it to point off the outside half of the bat. Rayudu slides to his right but can't get his hands to it, giving away an easy single"
"length ball around middle and off, pushed into the covers"
"good length outside off, gets a good stride forward and defends"
"length, angling in towards off, defended"
"good length outside off, sticks the bat out and gets beaten as it holds its line"
"short of good length outside off, shuffles across and defends"
"good length, cuts in from outside off and goes behind square leg off a thick inside edge"
"short, angled across off, Williamson gets up on the toes and slaps it through point"
"short of good length, angled in, tucked off the hips behind square leg"
"full outside off, driven to wide mid-off"
"fuller of a length, holding its line, left alone outside off"
"fullish, swings away outside off, left alone"
"fuller, this one angles in, Williamson clips it off the pads and finds square leg"
"good length on off, defended into the covers"
"length ball on middle and leg, tucked to midwicket"
"length outside off, punched off the backfoot between cover and point. Both fielders give it chase but the ball wins the race"
"length around off, opens the face to gully"
"fuller of a length, nipping away from pretty wide outside off, left alone"
"short, angled in towards off from wide of the crease, rocks back and pulls to deep midwicket"
"short of good length around off, defended off the backfoot"
"fuller outside off, leans forward into a drive to point"
"back of a length outside off, defended"
"short of good length, nips away outside off, left alone"
"back of a length outside off, defended late to point"
"<b>edged and gone</b>. Williamson's poor series continues. This is a length ball with a bit of width. Williamson is hanging the bat outside, perhaps looking for a dab through backward point. But he can't make up his mind and in the end decides to leave it. Too late, though, and he inadvertently gets an edge as he pulls the bat away and gets a nick through to DK behind the stumps"
"full on middle and leg, clipped to midwicket"
"back of a length outside off, shuffles across and looks to play around the pad and closes the face. But gets pinged on the pad. Too high, though"
"walks half-forward and pushes at it but the ball seams in, cuts him in half and pins him high on the pad"
"length, curving in late from outside off, left alone"
"fuller on leg, perhaps pitched outside leg, Nicholls misses the flick and gets struck on the pad, a big appeal but given not out"
"length on middle and leg, pushed towards short midwicket"
"length outside off, angling across the batsman, left alone"
"fuller on the pads and flicked away, carries all the way, hitting the skirting on the full"
"length around off, a hint of swing back, defended with bat and pad close"
"short of length outside off, stays back and punches it towards mid-off"
"length around off, comes forward and pushes it towards mid-on"
"fuller outside off, drives it past mid-off, Chahal with the chase keeps it to two"
"fuller around off, Taylor goes aerial, not from the middle of the bat but enough to clear Chahal at mid-off. Was more like a chip"
"fuller on the pads, flicked away towards deep square leg"
"length around off, coming in with the angle, Nicholls looks to punch it down the ground, misses and his struck high on the thigh"
"back of length around off, gets behind the line this time and defends it towards mid-on"
"length around off, punched towards mid-on for a quick single"
"length ball, down the leg side, looks to flick but misses, an appeal for caught-behind but perhaps it just brushed the pads"
"a touch fuller around off, pushed towards extra cover"
"fuller around off, punched towards mid-off"
"length, fourth stump line, looks to drive on the up and gets beaten"
"back of length on the stumps, punched back towards the bowler"
"starts with a leg-stump full toss, Taylor whips it towards the backward square leg boundary"
"fuller around off, pushed back towards the bowler"
"slower on the stumps, comes forward and blocks"
"flighted on the leg stumps, pushed towards short midwicket"
"back of length around middle and leg, goes back and punches it towards the right of Chahal"
"length on middle and leg, flicked towards square leg for one"
short of length and pulled away but there is a man at deep square leg
"fuller on the stumps, driven firmly but straight towards the bowler"
"short and some room outside off, cuts it past the backward point for a couple"
"length on middle and off, nipping back in to hit the batsman on the back thigh, looked like there was some inside edge as well"
"fuller outside off, gets forward and drives it through covers, all the way for a boundary"
"fuller, angled across the batsman who hangs his bat out and gets an inside edge to fine leg"
"flighted on the stumps, uses his feet to take it on the full and chips it just over the bowler's head"
"fuller on the stumps, goes down and paddles it towards fine leg"
"fuller outside leg, uses his feet to work it towards square leg"
"flatter outside off, spinning away, goes for the sweep but ends up playing over the ball"
"fuller on the stumps, clears his front leg and lofts it over deep midwicket for six"
"back to back sixes, this time via a slog sweep, was fuller around off and Taylor looks in a hurry"
"length around off and spinning away, left alone"
"length ball on the stumps, comes forward and blocks"
"fuller on the stumps, sweeps it fine for a run"
"length around off, comes forward and blocks"
"length on middle and leg, flicked towards fine leg"
"length ball, pitching on off and spinning away, shouldered arms"
"fuller outside off, scythes it towards cover-point where the fielder dives to his right to make a partial stop"
"back of length on the stumps, punched towards long-on"
fuller on the stumps and Taylor launches it over deep midwicket for his third six
"short of length outside off, Taylor goes back and cuts it fine and those are the winning runs"
