Commentary,Runs,Wickets
"138 kph, nice and full from Hazlewood, driven towards cover",0,0
"134 kph, blocked towards mid-on",0,0
"fuller length outside off, 135 kph, left alone",0,0
top-edged but safe over square leg. Shouts of 'caaatch' but falls in no-man's land. Nicely-directed short ball,2,0
"139 kph, blocked towards mid-on",0,0
blocked out,0,0
"90 kph, gets across and works the ball to a deep mid-on for one",1,0
"gets low and drags his sweep from well outside off, got on top of the bounce and nailed the stroke behind square",4,0
"92 kph, chipped to a deep mid-on for one",1,0
"oh what was that? A flat delivery, pushed back to the bowler who fires a throw wide of the keeper. Smith at first slip can't get across either and L:yon adds four to his own runs tally",4,0
defended off the front foot,0,0
"nice from SOK. Full and straight, on-driven past his partner. O'Keefe drives to his left to save some runs",0,0
"full and wide, a tad too wide, left alone",0,0
"good length outside off, 138 kph, punched up towards mid-off",0,0
"ooh, just misses leg stump. Good length on middle, Azhar fails to connect with his pull, off the thigh pad and evades the stumps",0,0
"nicely played. Back of a length, punched through cover for a couple",2,0
"good length outside off, 137 kph, defended towards mid-off",0,0
"shortish length outside off, Younis stays back to defend",0,0
"91 kph, quick through the air and flat, defensive block",0,0
Younis gets forward to defend,0,0
"89 kph, maybe a tad too quick, worked to square leg for one",1,0
"90 kph, slow through the air outside off, defended back",0,0
"drift, good length too, but a bit too quick still. Azhar prods into the off side",0,0
"138 kph, good length on middle and leg, toe-ended back",0,0
"driven through cover. There is Warner, hurtling after the ball, but can't prevent two",2,0
"back of a length outside off, Younis lets that one go",0,0
"138 kph, coming back in on a full length, driven through cover for a couple",2,0
"a bouncer on off, moving back in. Younis gets underneath",0,0
"full delivery outside off, 135 kph, defensively played into the off side",0,0
"tossed up outside off, worked to mid-on. Starc is saving the run this time",0,0
runs down but the length is short so the bat-pad gap is closed as Azhar defends,0,0
"91 kph, a bit of a leading edge towards cover for one",1,0
"played into the off side, a nice forward stride",0,0
presses forward to defend,0,0
"a lot more air and a lot more width, Younis gets forward and creams his cover drive through cover. Sublime timing",4,0
"123 kph, drifts down leg first up for an ODI wide",0,0
"full and floaty on middle, worked to mid-on, 124 kph",0,0
punched to mid-on from the good length,0,0
"a tad short, too much width. Azhar laces his punch through cover. Warner, somehow, saves one with a dive right next to the boundary. Fantastic stuff",3,0
"a loopy bouncer outside off, 124 kph.",0,0
"125 kph, driven to mid-on",0,0
Azhar gets forward and flicks to deep square leg,1,0
blocked off the front foot,0,0
flicked into short leg's body,0,0
another lovely drive between mid-off and cover. Fantastic timing. Got his feet as close to the pitch,4,0
defended into the off side,0,0
"90 kph, draws Younis forward with some flight but easily defended",0,0
"good length around off, defended into the leg side",0,0
"128 kph, Azhar misses his flick down the leg side",0,0
"128 kph, full and straight, on-driven to mid-on",0,0
flicked down to fine leg for a run,1,0
driven elegantly to short cover,0,0
"a slow loopy bouncer, Younis has no problems getting underneath",0,0
driven up towards cover,0,0
"flat down leg, a simple clip off the pads for one to deep backward square leg",1,0
,0,0
pushed with the spin to mid-off for a quick single,1,0
"88 kph, played into the off side from the back foot",0,0
"85 kph, pushed to mid-off",0,0
flicked towards square leg,1,0
punched away to mid-off from the crease,0,0
"128 kph, clipped to midwicket",0,0
"129 kph, driven to mid-off",0,0
"short, sits up for Azhar to thwack through square leg with a cross bat. Over the top. Nice stroke",4,0
"drifts down leg this time, no connection with bat",0,0
"84 kph, pushed out to mid-off",0,0
Younis gets low and paddles a sweep to deep backward square leg,1,0
"round-arm action, defended back",0,0
Azhar comes down and flicks through square leg for one,1,0
pushed back to the bowler,0,0
another solid block,0,0
"too full feom Cartwright, pushed out towards mid-off",0,0
"full and straight, 125 kph, pushed to mid-on",0,0
cleanly hit to mid-off. Full and straight again,0,0
"Warner misses the stumps again. What is happening? Overpitched, driven to Warner at mid-off. Azhar send Younis back this time. Renshaw is backing up, he too has a shy at the stumps at the bowler's end. The ball finally beats Warner for two overthrows. <b>Another opportunity for Australia</b>",2,0
"shovelled through midwicket. Full on middle and leg, Azhar brings out his bottom-handed prowess",4,0
punched into the off side,0,0
flicked into the leg side,0,0
blocked off the front foot,0,0
"85 kph, defended off the front foot. A long plant of that foot",0,0
Younis gets low and nails his sweep to deep backward square leg,1,0
"82 kph, Azhar gets forward to defend",0,0
"85 kph, Azhar comes forward and drives to cover",0,0
"good length on a wicket to wicket line at almost 140kph, Younis stays in his crease and defends",0,0
"fuller length and the line is outside off, Younis still stays in his crease and defends",0,0
"full again with more width outside off, Younis reaches away from his body a fair bit and drives through cover, hit it right out of the middle",4,0
leans across his crease and flicks a straighter ball off his pads towards square leg,0,0
"Starc bowls a terrific delivery, getting it to pitch in line with the stumps and seam and bounce away from Younis, who was crease bound as he prodded outside off and was beaten",0,0
"Starc tries to do it again but from a leg stump line, doesn't work this time and Younis glances off his hips",1,0
"strides forward and defends a full ball to short leg, O'Keefe is bowling around the wicket angling it into the right-hander",0,0
played back to the bowler,0,0
gets down on one knee and sweeps behind square,1,0
"tossed up outside off stump, punched off the front foot towards cover, that was a faster ball",0,0
played from the crease on the off side,0,0
moves forward and across towards the off side and nudges to the man at short leg,0,0
"good length pitching in line and angling across the right-hander, swerves away from the right-hander a touch, driven towards mid-off",0,0
bangs it in short and it loops up over the bent back of the batsman as Younis ducks,0,0
"around the wicket and angling into the right-hander from a length, Younis meets it with a stride forward and defends",0,0
presses forward and defends a fuller ball on the leg side,0,0
"goes wide of the crease and sends down a full one at 145 kph, Younis defends towards the bowler",0,0
"the bouncer this time at 145 kph, Younis watches it come at him and ducks quickly",0,0
"goes back and nudges the ball off his pads through square leg, Azhar wanted the second but Younis said no",1,0
strides forward and defends with bat and pad close together,0,0
"tosses it up outside off and draws the drive from Younis, who came forward and played away from his body through cover",2,0
"bowled full and outside leg stump, Wade skips to his left to collect",0,0
strides forward and defends a full and flat ball with a straight bat,0,0
"tossed up on off and middle this time at a slower pace, nudged into the covers for a quick single",1,0
"144 kph, good length and wide outside off, <strong>Younis wafts and misses? </strong>No appeal, there was a loud noise as ball passed bat. <strong>A spike on snicko too. </strong>Definitely bat",0,0
"rather full outside off, driven to mid-off",0,0
"140 kph, Younis gets on top of the bounce and dabs towards point",1,0
guided to gully off the back foot with an angled bat,0,0
"overpitched outside off, 146 kph, pushed towards mid-off",0,0
"145 kph, played into the leg side",0,0
"86 kph, driven to short cover",0,0
defended off the front foot,0,0
"more flight, slow through the air, solidly defended back",0,0
,0,0
"flat on off, Younis creams his sweep into the boot of short fine leg on the bounce, ricochets towards midwicket,",0,0
"slapped into the off side, mis-timed again",1,0
"mis-fielded. Full and wide outside off, Younis drives straight to Khawaja at short cover. The ball somehow goes through and to the boundary too",4,0
"144 kph, pushed wide outside off, left alone",0,0
"ouch. Back of a length on off, Younis ducks into the ball but there is hardly any bounce. Younis takes his eyes off the ball. Gets rapped on the chest. A cheeky appeal from Starc",0,0
"another bouncer down leg, Younis gets underneath that",0,0
"<strong>what a way to get to fifty</strong>. Pushed wide outside off, Younis strides forward and caresses his drive through cover and mid-off. Fantastic timing. Such a confident front-foot stride",4,0
"full and straight, 148 kph, worked towards mid-on",1,0
Younis gets forward and defends that away,0,0
"88 kph, draws Younis forward with some flight but the length is shorter, defended",0,0
"swept in the gap at backward square leg. Flat and wide from Lyon, Younis top-edges that slightly but placed it beautifully",4,0
"90 kph, defended off the front foot",0,0
solid off the front foot,0,0
"88 kph, Younis smothers the spin with a giant front-foot stride",0,0
"130 kph, short and wide outside off, slashed to point",0,0
"136 kph, tight around off, no movement, nothing happening, blocked",0,0
"on a length that is straight, punched away towards mid-on",0,0
"135 kph, a solid block into the leg side",0,0
"132 kph, full and straight, around off, skewed away into the cover region",0,0
"back of a length outside off, 132 kph. Azhar is hardly hurried into his duck",0,0
"nice line, pushed really wide outside off, defended towards point",0,0
"slow in the air on middle, nudged to midwicket",0,0
"flat on the pads, clipped down to short fine leg. A swimming-pool dive saves one. Slides for a few metres",3,0
defended off the front foot,0,0
"90 kph, Azhar comes down and shovels one to deep midwicket. 'Told ya,' yells Wade. A plan there?",1,0
"defended into the off side. 'Naaaiss Garry,' screams Wade",0,0
"136 kph, close to off on a full length, defended",0,0
"full and straight, flicked through midwicket for two. Let the ball come onto him",2,0
"full and wide outside off, skewed off the outside-half for three past gully to get to <strong>yet another fifty</strong>. Azhar having a fantastic series",3,0
"139 kph, full delivery outside off, thick outside edge through gully for more runs. Plenty coming late",3,0
"140 kph, solidly defended off the front foot",0,0
"excellently bowled. Reverse-swings. Full delivery outside off, inside-edged into the pad.",0,0
"driven towards mid-off, against the spin, for a run to mid-off",1,0
"<strong>dropped!</strong> Warner not having a great time in the field. He'd not be happy. Extremely tough chance. Actually, a quarter chance. Flat delivery down leg, worked to leg gully. Warner anticipates the other way but the ball is to his right. Hits the palm and bounces out. Had 0.350 seconds from the time the ball left the bat",0,0
,0,0
"worked into the leg side, towards midwicket",0,0
"flat, quick, full, straight, tucked to deep midwicket for one",1,0
"92 kph, defended off the front foot",0,0
"142 kph, driven to mid-off off the full length",0,0
"137 kph, good length outside off, left alone",0,0
"full and straight, 135 kph, attacking the pads, flicked through square leg for a couple more",2,0
"another leave outside off, carries to Wade on the bounce",0,0
"140 kph, too straight, Azhar flicks away merrily through square leg. Into Azhar's bread, butter and whatnot",4,0
"140 kph, overpitched and drilled to mid-off. That will be it for day 2",0,0
"starts with a wide yorker outside off, moving away. Guided through backward point for four. Just a neat dab",4,0
"a low full toss this time outside off, driven through the cover region for a run. Younis wants to be positive",1,0
"full and wide, 140 kph, some reverse? Left alone. Starc hiding the shiny side",0,0
"full and straight, 142 kph, driven back to the bowler",0,0
"full and wide again, a hint of away movement. A calm leave",0,0
"digs this one in on leg, Azhar bails out of a pull, gets underneath",0,0
"full and straight, 134 kph, skewed towards point from the crease",0,0
"full outside off, 132 kph, not a lot of swing, Defended under the eyes",0,0
"134 kph, attacking the stumps with a straight line, pushed out towards mid-on",0,0
"nicely bowled, full and straight, nudged down to fine leg for one",1,0
"nice lines, around off, 140 kph. Pushed to mid-on",0,0
"tight around off, hardly any movement and Azhar blocks",0,0
"just short of gully. Full and wide outside off, moving away. Younis flirts and the thick outside edge lands in front of Khawaja",0,0
"144 kph, around off, blocked",0,0
"full and swinging towards middle and leg, 144 kph, worked towards midwicket",0,0
"back of a length on off, 144 kph, nudged down towards square leg for a run",1,0
"short delivery outside off, nice pace, nice carry. Azhar sways out of the line",0,0
"back of a length on middle, bobbled down to fine leg via the splice of Azhar's bat",1,0
"138 kph, nice line, just outside off, defended",0,0
"big big appeal. No says umpire Ravi. <strong>Smith opts to review</strong>. Full and straight from Hazlewood, Azhar gets across and just plain misses a flick. Struck flush in front of middle. Hit on the kneeroll. Don't think line is an issue, could only be height. Ooh, just clipping the side of leg stump. Would have been out had it been given out. A good review I think.",0,0
"full delivery outside off, 141 kph, outside-halved towards point",0,0
"140 kph, close to off, defended back",0,0
"141 kph, tighter around off, blocked",0,0
a 139 kph delivery around off and Azhar defends it to midwicket. Similar to the previous delivery,0,0
"141 kph, good length outside off, defended into the off side, towards point",0,0
"full and wide outside off, pushed to cover. Still playing away from his body",0,0
"145 kph, driven again to short cover. A nice forward press",0,0
defended back up the pitch,0,0
"142 kph, strays down leg, Younis doesn't bother with that",0,0
drifts down leg for an ODI wide,0,0
"139 kph, around off on a good length, dabbed to point",0,0
"getting some definite shape. On a length on off, the ball angles back in, beats Azhar's inside edge but not his midriff. Ouch",0,0
"back of a length on middle and leg, worked down to fine leg",1,0
"fullish outside off, defended",0,0
"rather full on middle, driven to mid-on with the angle of the swing",0,0
"<b>edged but there's just one slip</b>. Full delivery outside off, Younis gets a thick outside edge and it flies through second slip. Would have been out had there been the extra fielder",4,0
"full and wide outside off, 143 kph, left alone",0,0
"143 kph, full and wide, Azhar sees some width and nails his square drive through extra cover, Lovely timing",4,0
"145 kph, did it carry? No. Just. <strong>Lands just short</strong> of Cartwright at short cover. Full delivery outside off, Azhar pokes and just bunts the ball towards cover. Cartwright gets forward but can't quite get there",0,0
pushed out into the off side,0,0
"back of a length outside off, 143 kph. Azhar sways away from the line",0,0
"146 kph, lovely stroke from Azhar. Gets forward and caresses his cover drive delectably through cover point. Superb timing",4,0
"nice. Gets this to angle back in on off, pushed to mid-on.",0,0
"140 kph, coming back in on middle and leg, defended",0,0
"140kph, swerves back in outside off, solidly defended into the off side",0,0
"138 kph, around off, skewed away towards midwicket",0,0
"full outside off, blocked into the off side",0,0
"back of a length delivery, 133 kph, Younis ducks underneath",0,0
"full and wide, jammed out towards cover point",0,0
"excellent bowling. Yorker on middle, jammed out towards mid-on",0,0
"back of a length outside off, 143 kph, defended into the off side",0,0
"great stop from Smith. A low full toss outside off, Azhar chops to Smith at second slip who gets his left hand down and saves four",0,0
beauty. Full moving away. Reverse swing. The ball <strong>beats the bat</strong> as Azhar is drawn into playing,0,0
"144 kph, solidly defended into the off side",0,0
"swerves back in on off, Younis blocks off the full face. Bat and pad close together",0,0
"135 kph, coming back in on off, Younis drives back to the bowler. The lines are nice",0,0
"142 kph, flicked through midwicket for one. Cartwright dives to his right to save some runs",1,0
"bouncer on off, Azhar's first instinct was to duck but had to get on top of the bounce late to defend. Played well eventually",0,0
"coming back in on a length, pushed towards mid-on",0,0
"tight around off, solidly played back",0,0
"good length and angling away outside off from over the stumps, jab-like defence to cover",0,0
"much fuller and on off stump, 144.3ks, Younis is on the move as he dabs the ball defensively towards mid-off",0,0
"143.2ks, rising short ball on the leg stump, well negotiated by Younis. He leaps, rides the bounce, and deflects the ball to the right of square leg",1,0
back of a length and angling into the straight bat of Azhar Ali. That clocked 141.1ks,0,0
"Starc ventures wide of the crease, but this largely holds its line on a set of stumps outside off or probably wider. Azhar isn't tempted. Shoulders arms",0,0
"full and angled into off stump now, 146.3ks, Azhar reads it well enough and dead-bats it",0,0
"good length and angled in at off stump, Younis defends stoutly",0,0
full and angled in at off again. Younis walks across off and blocks it onto the pitch,0,0
"good length and swings away slightly outside off, Younis is on the move as he pushes the ball into the covers",0,0
"good length and hurtles into off stump, Younis presses forward in defence",0,0
"full and straight, right in the flicking radar of Younis. He can't get hold of the shot, though. Falls over a bit as he chips the ball in front of midwicket",0,0
"six dots. Length and outside off, Younis jabs the ball out towards point",0,0
"darts it full and outside off, overshoots this full ball. Azhar slices a drive square through the off side. The outfield isn't quick enough after the rain, Bird chases and hunts the ball down",3,0
"<b>A communication breakdown and the partnership is broken</b>. Azhar Ali has to exit. A wicket against the run of play. Lyon tosses it outside off, not much turn. Younis Khan drives the ball to the left of a diving short midwicket and freezes. Some indecision between the two batsmen. Younis is keen on the single, but Azhar isn't. He is ball-watching, then sets off. He is too late. Starc swiftly moves to his right from mid-on, hunts the ball down, and throws it to Handscomb. Nice, flat throw. The part-time keeper does the rest",0,1
"looped up on off, defended on the front foot",0,0
"turning offbreak, spins in and hits the pad outside off",0,0
"slower offbreak, fuller in length, defended back to the bowler",0,0
"flighted offbreak, on off, Misbah bends forward in defence",0,0
"full and outside off, push-driven to the covers",0,0
"back of a length and slanted down leg, past the glance",0,0
"<strong>nearly spoons a catch to Khawaja at short midwicket</strong>. Full on middle and leg, Younis is on the move as he aims a flick. He plays well in front of the body and chips it in the air, does not carry to Khawaja, diving to his right",1,0
"nice and full outside off, Misbah moves forward, meets the pitch of the ball and drives it calmly through the covers to get off the mark",2,0
"very full and jags back in, squirted to the right of short leg",1,0
"banged in short on middle, Younis hops, skips across off and fends it towards midwicket",0,0
"89 kph, <strong>big appeal.</strong> Was there bat? Flat delivery outside off, the ball spins back in, just misses the inside edge and hits Misbah on the thigh. Close.",0,0
"bat onto pad and then just past short leg. Lovely bowling, some loop, some bounce",0,0
swept away down to deep backward square leg. Get out of strike shot,1,0
"Handscomb now with 'naais Garrry.' Flat outside off, defended",0,0
"88 kph, lovely on-drive to mid-on",0,0
"92 kph, quicker through the air and flat on middle, worked into the leg side",0,0
"flight on off, driven to mid-off",0,0
"82 kph, O'Keefe turns around and appeals but that one was drifting down leg. Flat on middle and leg",0,0
defended off the front foot,0,0
"81 kph, on the pads, worked away to deep backward square leg",1,0
"84 kph, driven languidly to mid-off",0,0
defended back up the pitch,0,0
"a top edge off the sweep. Flat delivery outside off, Misbah gets low and gets a leading edge down to fine leg for a couple",2,0
"flat outside off, 90 kph, pushed out towards point",0,0
"quick through the air, hurries Misbah through his defensive dab",0,0
worked through midwicket with the spin for one,1,0
,0,0
"flat on the pads, nudged to short leg",0,0
"84 kph, flat through the air on middle and leg, Misbah defends",0,0
"nicely bowled. Runs down at SOK, but the bowler fires it short outside off. Mibsah improvises a defensive stroke",0,0
defended off the front foot,0,0
,0,0
clipped to midwicket,0,0
"85 kph, flat delivery on middle, worked through square leg for one",1,0
"90 ks, slow on the pads, worked away to deep square leg",1,0
"nice flight, 92 kph, drift and loop, Younis gets forward to defend",0,0
"90 kph, another defensive block",0,0
"103 kph, the seam-up dart outside off, driven comfortably to mid-off for one. A good single",1,0
"on the pads, down leg, helped along to deep backward square leg for one",1,0
lovely shot. Gets right to the pitch and drills a drive but finds silly point in an area of severe discomfort. The rest of the Australian players enjoy a snigger. Yoouucchh!,0,0
"short and wide, poor delivery, Misbah scythes his cut through point for four. Nice stroke",4,0
"84 kph, on the pads, flicked through deep square leg",1,0
"86 kph, flight outside off, a solid defensive stroke",0,0
"another awful delivery. Drops short, and wide. Allows Younis to hammer his cut through cover point",4,0
"defended back, nice line. Flight on middle",0,0
"flat on middle and leg, defended back",0,0
"90 kph, worked through square leg, a flick of the wrists",1,0
"shortens the length, allows the ball to spin in, worked to short leg off the back foot",0,0
"87 kph, defended into the leg side",0,0
"flight outside off, swept powerfully to deep square leg for one",1,0
"defended off the back foot, went deep in his crease",0,0
"<strong>big appeal.</strong> Warner thinks it's the shoulder. Flat delivery on middle, Misbah got down on one knee and missed his sweep. Bounced off something into the hands of Warner at leg gully. Was there glove onto the shoulder? No.",0,0
"flight outside off, defended into the off side",0,0
"85 kph, clipped away into the leg side",0,0
"short and wide, slashed to extra cover off the back foot",0,0
"uh oh. A filthy full toss on off, Younis drives straight to short cover. Should have scored of that",0,0
"flat down leg, Younis misses his flick, Handscomb shows off his good hands with neat collection",0,0
defended back into the off side,0,0
Misbah gets right forward to defend,0,0
"88 kph, quicker through the air, flat on middle, played into the leg side",0,0
"too straight this time, worked for one towards a froward deep backward square leg",1,0
"flat and wide, gets it to rip back in towards middle, nudged to midwicket",0,0
another defensive dab into the leg side,0,0
forward block back to the bowler and that will be tea,0,0
"good length outside off, 130 kph, dabbed away towards gully",0,0
"135 kph, around off on a full length, Misbah gets forward and defends into the off side",0,0
"132 kph, close to off, the ball swerving back in. Misbah has no problems showing off his defensive techique",0,0
"too straight this time. Good length down leg, off the pad, Misbah misses his flick",0,0
"132 kph, back of a length on middle and leg, worked towards short leg",0,0
"135 kph, driven towards mid-off past the bowler. Mid-on gets across and fields",0,0
"90 kph, worked through midwicket, straight to the fielder",0,0
"flat delivery outside off, Younis gets low and under-edges his sweep to deep square leg",1,0
"goes for a heave down the ground, was too full to hit straight, ended up skewing the ball to mid-on",0,0
defended back. Bat and pad close together,0,0
"an appeal for bat-pad. No says the umpire. Flat delivery down leg, off the thigh pad to short leg.",0,0
"oh no. Misbah, what have you done, again? He always wanted to tee off against the spin of Lyon. Flat delivery with a bit of drift, it doesn't stop Misbah. He goes down on one knee and aims for a heave over midwicket, in typical Misbah style. Like he did against Moeen in the England summer, he mis-times one. Hangs in the air for a while. Bird circles around the catch but settles underneath and completes an easy catch.",0,1
"138 kph, full and straight, towards off. Played into the leg side",0,0
"full and wide outside off, 135 kph, no stroke. Good bowling, hanging the ball outside off with the ball reversing.",0,0
"back of a length on leg, worked down to fine leg",1,0
"good length outside off, 138 kph. No need to play that but the balls that were coming in sows the doubt. Dabbed into the off side",0,0
"full delivery outside off, left alone by Shafiq",0,0
"136 kph, full delivery outside off, hit out towards mid-off",0,0
driven back to the bowler with the full face,0,0
"nice loop and drift, defended back",0,0
defended off the front foot,0,0
"goes wide of the crease, full delivery outside off. Nicely delivered but Younis is able to block",0,0
swept away to deep square leg,1,0
"flight outside off, a solid defensive block",0,0
"full and straight from Hazlewood, worked to deep square leg for one",1,0
"tight around off, some inward nip. Blocked",0,0
"hangs this outside off on a full length, Shafiq gets forward and leaves",0,0
"134 kph, defended back from the crease, back of a length from Hazlewood",0,0
"swings back in on off, flipped into the leg side with a flick",0,0
"beauty, 137 kph, on a length outside off, the ball moves away and beats the bat. Beautiful bowling",0,0
swept powerfully to deep backward square leg. Dragged that from outside off,1,0
"flat delivery on off, Shafiq goes deep in his crease and cuts through third man for three. Played that off the stumps",3,0
Younis runs down and mis-times a drive to mid-off. Lots of flight,0,0
"worked to a deep mid-on for one. No trouble this team, early call, no hesitation",1,0
defended off the front foot,0,0
"89 kph, a little bit of drift on that one too. Flatter trajectory outside off, Shafiq presses forward to defend",0,0
"a heave. Flat delivery on leg, Younis runs at the bowler and inside-edges his slog to deep backward square leg",1,0
"short and wide outside off, carved out towards extra cover for  a run",1,0
"85 ks, pushed out to mid-off",0,0
"85 kph, another <strong>big appeal</strong>. Another good call from ump Ravi. Flat delivery outside off, inside-edged into his pads. The line was outside off too",0,0
swept down to deep backward square leg,1,0
"shortish on off, Shafiq goes back and slaps to cover",0,0
"flat delivery on middle and leg, a leading edge back towards the bowler",0,0
"shot! Moves to 98 with a terrific stroke. Tossed up on middle and leg, Younis runs down to the pitch and lofts the ball over mid-on with nonchalant ease. A very typical Younis shot.",6,0
a simple clip to deep backward square leg takes him to 99,1,0
"defended from the front foot, 88 kph",0,0
"90 kph, a solid block off the front foot",0,0
"turning in, clipped away to square leg",0,0
"tossed up outside off, badly-timed drive finds mid-off",0,0
"wide of the crease, full on off. Younis prods one towards silly point",0,0
"on the pads this time. Flat down leg, Younis misses his sweep. Handscomb fails to collect cleanly. A bye",1,0
"given this time. And Shafiq fails to review. Not sure what it was given for. Flat delivery on middle and leg, Shafiq gets forward and inside-edges one into his pad. The ball deflects to Handscomb's gloves, which in turn ricochets towards Smith's right at first slip. He dives away and takes a stunning catch one-handed catch. That was full and straight too, so not sure if it was given lbw because umpire Ravi's finger was up rather quickly. Definitely out so doesn't really matter",0,1
driven to mid-on,0,0
"use of the feet, gets to the pitch and on-drives towards mid-on",0,0
"flat on the pads, flicked to square leg who was brought up to save one",0,0
defended nicely off the front foot,0,0
"swept powerfully in the gap at deep square leg to get four and his hundred. <strong>One of the few players to make a Test hundred against all Test-playing nations away</strong>. Takes off his helmet, soaks the applause in, nothing over-exuberant. Fantastic innings this from the experienced man. Lots of work still to be done",4,0
defended off the front foot,0,0
"another sweep, this time to deep square leg",1,0
defended off the front foot,0,0
"full and straight, defended off the front foot",0,0
"goes right back to whip the ball through square leg. Kept that to one, I'd have lulled the batsmen into running two and tried for a run-out, especially with his arm",1,0
a hard sweep to deep backward square leg,1,0
driven away towards cover,0,0
"85 kph, swept down to deep square leg",1,0
pushed back to the bowler,0,0
"flight outside off, driven towards mid-off",0,0
"93 kph, flat delivery outside off, inside-edged into the pad",0,0
"quick through the air and wide, pushed out towards point",0,0
"the sweep, a top-edged sweep, wide of deep square leg. Younis has played that shot well through his innings, Doesn't quite make good enough contact but it's wide of Hazlewood, to his left",4,0
a defensive prod off the front foot,0,0
gets right forward to defend,0,0
a block off the front foot,0,0
"hammered straight to short leg. Hits <b>Renshaw on the helmet</b> and deflects to short fine leg. Hit on the helmet second time this Test, and two hard blows too. Test cricket ain't that easy after all",0,0
flicked through midwicket for a couple. Nice use of the feet,2,0
"84 kph, driven to cover",0,0
"well bowled. Slow in the air on leg, Sarfraz comes down and flicks to short leg",0,0
"poor ball. Short on off, a long-hop. Sarfraz goes back and swats his pull through midwicket",4,0
"keeps low a touch. Flat outside off, worked towards short fine",1,0
"flat outside off, Sarfraz goes back and flicks through midwicket for a run",1,0
"<strong>another wild heave</strong>. Gets away with it. Flat delivery on off, Younis runs down, mows but instead of midwicket, the ball deflects to third man via the leading edge. Gets away with it",1,0
clipped through midwicket,1,0
defended off the front foot,0,0
defended towards point. Flat from Lyon,0,0
a toe-ended sweep towards midwicket,0,0
"driven towards cover, who parries the ball to mid-off. Sends a flock of pigeons scattering away",1,0
"drifts down leg, Younis misses a nudge",0,0
"slowed up through the air, defended to cover",0,0
driven up to mid-off. Warner is quick to the ball,0,0
"another slowed up delivery outside off, Younis leans forward and pushes his drive to mid-off",0,0
shot! Gets to the pitch of the flight and mows over midwicket for four. Trying to get as many as quickly.,4,0
"flat on middle and leg, <s>off the glove</s> towards fine leg for a couple more. No. Just byes. Good decision from Umpire Ravi. No glove",2,0
nudged to square leg for one,1,0
flicked through square leg for one more. Eating away at this deficit,1,0
"on the leg side, clipped away towards fine leg for a couple more. Warner saves two",2,0
"nice finish. Flat on off, defended",0,0
"nice start. inswinging yorker on off, Younis defends",0,0
"superb stop. On the pads, flicked away through square leg. The sub fielder dives to his left to save runs",0,0
"<strong>edged but in the gap at fourth slip</strong>. There is no fourth slip. Full outside off, Younis pokes with his feet rooted in the crease. The ball flies past Khawaja's right at third slip",4,0
"144 kph, full outside off, Younis gets forward and defends to point. A hint of inswing",0,0
"141 kph, full and straight, swinging back in, worked to square leg",0,0
"full again, attacking the stumps. Worked through midwicket for a couple",2,0
"good length delivery outside off, punched through cover for one. Wild cheers for Lyon who runs after the ball",1,0
"full delivery outside off, some away movement. Younis offers no stroke",0,0
"lovely stroke. Full and wide outside off, crisply hit through cover for two",2,0
"good delivery. Tight around off, a solid block towards cover",0,0
"full and wide, 132 kph, no shot",0,0
"on a length around off, Younis is hit on the pads but the ball was heading well over the stumps",0,0
"too wide. Good length but shaping away, left alone",0,0
"pushed very wide at 148.5 kph, Sarfraz doesn't want to play this",0,0
"146 kph, straight to Bird at gully. Superb reflex catch. Excellent bowling. Bowls this full outside off, the ball moves away just enough. Sarfraz with all his positive intent can't put out the drive. Punches at the ball, but ends up too early through the stroke. A thick outside edge is taken at gully at shoulder height, Bird bends and takes a reverse-cupped catch in front of his face",0,1
"on the pads, whipped through square leg for two",2,0
"148.5 kph, full and straight. Blocked to mid-on. The sub fielder Nic Bills cleans up",0,0
"148 kph, way down leg. Handscomb dives to his right to stop, but not collect, the ball. Warner ensures there's no run.",0,0
"tight around off on a length, 131 kph, defended back",0,0
"full and straight, a hint of jag back in at 132 kph, inside-edged to fine leg for one",1,0
"full on the pads, 137 kph, Amir misses a drive and is rapped on the pads down leg",0,0
"straight drive, through mid-off for a couple more. Amir looking to play his strokes",2,0
"full and straight again, pushed back",0,0
nice flowing drive to mid-off. Full and straight from Hazlewood,0,0
"143 kph, full and very very wide, no stroke",0,0
"full and wide again, 144 kph, another one left alone. Starc set up Sarfraz with the same line",0,0
"146 kph, lovely. Good length much closer to off. Younis prods and is convincingly beaten. Away movement.",0,0
"146 kph, on the pads, pushed out to mid-on",0,0
"148 kph, back of a length, on the ribs. Fended into the leg side",0,0
"146 kph, languid drive through to mid-off off the full length",0,0
"ooh, almost goes through. Flat and straight, Amir goes back and somehow gets some bat on his block. Hit his front pad first. That was close",0,0
"some flight on off, defended off the front foot",0,0
defended into the off side,0,0
"slow through the air on leg, Amir defends with soft hands",0,0
"gone! Amir hits the ball straight to mid-off. Some flight outside off from Lyon, Amir clears his front leg and chips his wicket away. Was a bit of a nothing shot in the end. Seemed like he wanted to go after the ball when he saw flight, but then thought about bailing out and playing along the ground. Eventually, did neither and Warner takes a dolly",0,1
defended back. A wicket maiden from Garrrry,0,0
"good length on off, defended into the off side",0,0
"on a length around middle, worked through square leg",0,0
"<strong>beauty</strong>. 147.4 clicks, on a length outside off. Younis is lulled into playing, the ball flies past the edge",0,0
"144 kph, good length and straight, defended into the off side",0,0
"<strong>150.1 kph,</strong> full and straight, driven through cover for a run",1,0
